"","X","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed","is_necessary_exploratory_replay","first_learning_depth","depth_frac"
"2916",2916,"Mixed bet hedging",2,0.903871435,9.45316356700371e+89,"Mixed bet hedging",541,0.04,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.574920297555792
"2917",2917,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",541,0,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.574920297555792
"2918",2918,"Other",0,NA,NA,"Other",541,0,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.574920297555792
"2919",2919,"Low activity",0,NA,NA,"Low activity",541,0,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.574920297555792
"2920",2920,"Bet-hedged learning",2,0.98601031,1.41490042228535e+69,"Bet-hedged learning",591,0.04,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.628055260361318
"2921",2921,"Error correction",24,0.790203777083333,2.26927759286775e+89,"Error correction",591,0.48,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.628055260361318
"2922",2922,"Learning",24,0.991619361666667,1.54208422341778e+89,"Learning",591,0.48,"Error correction",TRUE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.628055260361318
"2923",2923,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",591,0,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.628055260361318
"2924",2924,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",591,0,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.628055260361318
"2925",2925,"Other",0,NA,NA,"Other",591,0,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.628055260361318
"2926",2926,"Low activity",0,NA,NA,"Low activity",591,0,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.628055260361318
"2927",2927,"Error correction",21,0.754566498571429,4.37938277609859e+88,"Error correction",641,0.42,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.681190223166844
"2928",2928,"Learning",29,0.994595238275862,2.75823451782258e+89,"Learning",641,0.58,"Error correction",TRUE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.681190223166844
"2929",2929,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.681190223166844
"2930",2930,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.681190223166844
"2931",2931,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.681190223166844
"2932",2932,"Other",0,NA,NA,"Other",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.681190223166844
"2933",2933,"Low activity",0,NA,NA,"Low activity",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.681190223166844
"2934",2934,"Error correction",21,0.784014236190476,1.27699313618069e+89,"Error correction",691,0.42,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.73432518597237
"2935",2935,"Learning",26,0.994707631923077,9.82001949642448e+88,"Learning",691,0.52,"Error correction",TRUE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.73432518597237
"2936",2936,"Mixed bet hedging",3,0.90928754,2.18398334345658e+89,"Mixed bet hedging",691,0.06,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.73432518597237
"2937",2937,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",691,0,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.73432518597237
"2938",2938,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",691,0,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.73432518597237
"2939",2939,"Other",0,NA,NA,"Other",691,0,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.73432518597237
"2940",2940,"Low activity",0,NA,NA,"Low activity",691,0,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.73432518597237
"2941",2941,"Error correction",18,0.799747587222222,3.91438277823852e+89,"Error correction",741,0.36,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.787460148777896
"2942",2942,"Learning",30,0.992813498333333,1.3156732831992e+89,"Learning",741,0.6,"Error correction",TRUE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.787460148777896
"2943",2943,"Mixed bet hedging",2,0.917206275,9.33567216813722e+89,"Mixed bet hedging",741,0.04,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.787460148777896
"2944",2944,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",741,0,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.787460148777896
"2945",2945,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",741,0,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.787460148777896
"2946",2946,"Other",0,NA,NA,"Other",741,0,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.787460148777896
"2947",2947,"Low activity",0,NA,NA,"Low activity",741,0,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.787460148777896
"2948",2948,"Error correction",21,0.854615191904762,5.47213956122168e+88,"Error correction",791,0.42,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.840595111583422
"2949",2949,"Learning",27,0.993770143703704,1.38024788803251e+89,"Learning",791,0.54,"Error correction",TRUE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.840595111583422
"2950",2950,"Mixed bet hedging",2,0.93736508,1.00833480971335e+90,"Mixed bet hedging",791,0.04,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.840595111583422
"2951",2951,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",791,0,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.840595111583422
"2952",2952,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",791,0,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.840595111583422
"2953",2953,"Other",0,NA,NA,"Other",791,0,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.840595111583422
"2954",2954,"Low activity",0,NA,NA,"Low activity",791,0,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.840595111583422
"2955",2955,"Bet-hedged learning",1,0.97765997029703,1.97653386138614e+90,"Bet-hedged learning",841,0.02,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.893730074388948
"2956",2956,"Error correction",5,0.84643775,3.6134116875533e+85,"Error correction",841,0.1,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.893730074388948
"2957",2957,"Learning",44,0.994039256363636,2.33875490618564e+89,"Learning",841,0.88,"Error correction",TRUE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.893730074388948
"2958",2958,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",841,0,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.893730074388948
"2959",2959,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",841,0,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.893730074388948
"2960",2960,"Other",0,NA,NA,"Other",841,0,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.893730074388948
"2961",2961,"Low activity",0,NA,NA,"Low activity",841,0,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.893730074388948
"2962",2962,"Error correction",6,0.854655418333333,7.80935287768724e+88,"Error correction",891,0.12,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.946865037194474
"2963",2963,"Learning",43,0.992932838139535,8.73644474589157e+88,"Learning",891,0.86,"Error correction",TRUE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.946865037194474
"2964",2964,"Mixed bet hedging",1,0.92207493,1.8951836271538e+90,"Mixed bet hedging",891,0.02,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.946865037194474
"2965",2965,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",891,0,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.946865037194474
"2966",2966,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",891,0,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.946865037194474
"2967",2967,"Other",0,NA,NA,"Other",891,0,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.946865037194474
"2968",2968,"Low activity",0,NA,NA,"Low activity",891,0,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.946865037194474
"2969",2969,"Learning",50,0.9907499054,2.87844436341616e+87,"Learning",941,1,"Learning",TRUE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,1
"2970",2970,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,1
"2971",2971,"Error correction",0,NA,NA,"Error correction",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,1
"2972",2972,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,1
"2973",2973,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,1
"2974",2974,"Other",0,NA,NA,"Other",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,1
"2975",2975,"Low activity",0,NA,NA,"Low activity",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,1
"2976",2976,"Bet-hedged learning",3,0.669397746666667,7.71727860973894e+60,"Bet-hedged learning",1026,0.06,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.594438006952491
"2977",2977,"Error correction",9,0.730811552222222,1.88636168671193e+60,"Error correction",1026,0.18,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.594438006952491
"2978",2978,"Learning",7,0.993289084285714,1.74195835524428e+53,"Learning",1026,0.14,"Bet-hedged learning",TRUE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,FALSE,1726,0.594438006952491
"2979",2979,"Low activity",31,0.510608033225807,195.892580645161,"Low activity",1026,0.62,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.594438006952491
"2980",2980,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1026,0,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.594438006952491
"2981",2981,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1026,0,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.594438006952491
"2982",2982,"Other",0,NA,NA,"Other",1026,0,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.594438006952491
"2983",2983,"Error correction",45,0.750422304222222,9.4856977777797e+77,"Error correction",1076,0.9,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.623406720741599
"2984",2984,"Learning",5,0.99283669,1.57131287490695e+56,"Learning",1076,0.1,"Small",TRUE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,FALSE,1726,0.623406720741599
"2985",2985,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.623406720741599
"2986",2986,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.623406720741599
"2987",2987,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.623406720741599
"2988",2988,"Other",0,NA,NA,"Other",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.623406720741599
"2989",2989,"Low activity",0,NA,NA,"Low activity",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.623406720741599
"2990",2990,"Error correction",40,0.7548752195,2.37143156422903e+77,"Error correction",1126,0.8,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.652375434530707
"2991",2991,"Learning",10,0.994382152,3.66000335123041e+67,"Learning",1126,0.2,"Small",TRUE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.652375434530707
"2992",2992,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.652375434530707
"2993",2993,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.652375434530707
"2994",2994,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.652375434530707
"2995",2995,"Other",0,NA,NA,"Other",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.652375434530707
"2996",2996,"Low activity",0,NA,NA,"Low activity",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.652375434530707
"2997",2997,"Error correction",21,0.753728222380952,7.39473343129206e+66,"Error correction",1176,0.42,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.681344148319815
"2998",2998,"Learning",29,0.994257841724138,1.24819272024359e+73,"Learning",1176,0.58,"Error correction",TRUE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.681344148319815
"2999",2999,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.681344148319815
"3000",3000,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.681344148319815
"3001",3001,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.681344148319815
"3002",3002,"Other",0,NA,NA,"Other",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.681344148319815
"3003",3003,"Low activity",0,NA,NA,"Low activity",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.681344148319815
"3004",3004,"Error correction",22,0.748530544545455,7.67943327099442e+88,"Error correction",1226,0.44,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.710312862108922
"3005",3005,"Learning",28,0.994052945357143,6.09506484858999e+87,"Learning",1226,0.56,"Error correction",TRUE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.710312862108922
"3006",3006,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.710312862108922
"3007",3007,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.710312862108922
"3008",3008,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.710312862108922
"3009",3009,"Other",0,NA,NA,"Other",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.710312862108922
"3010",3010,"Low activity",0,NA,NA,"Low activity",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.710312862108922
"3011",3011,"Error correction",26,0.752404097307692,3.01784284614199e+53,"Error correction",1276,0.52,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.73928157589803
"3012",3012,"Learning",24,0.994129780833333,3.53489703648463e+56,"Learning",1276,0.48,"Error correction",TRUE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.73928157589803
"3013",3013,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.73928157589803
"3014",3014,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.73928157589803
"3015",3015,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.73928157589803
"3016",3016,"Other",0,NA,NA,"Other",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.73928157589803
"3017",3017,"Low activity",0,NA,NA,"Low activity",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.73928157589803
"3018",3018,"Bet-hedged learning",1,0.96478597,2.325127500269e+59,"Bet-hedged learning",1326,0.02,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.768250289687138
"3019",3019,"Error correction",9,0.750111436666667,7.72326127279382e+35,"Error correction",1326,0.18,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.768250289687138
"3020",3020,"Learning",39,0.994038476923077,1.74124993001193e+67,"Learning",1326,0.78,"Error correction",TRUE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.768250289687138
"3021",3021,"Mixed bet hedging",1,0.90037557,3.97381889625899e+45,"Mixed bet hedging",1326,0.02,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.768250289687138
"3022",3022,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1326,0,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.768250289687138
"3023",3023,"Other",0,NA,NA,"Other",1326,0,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.768250289687138
"3024",3024,"Low activity",0,NA,NA,"Low activity",1326,0,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.768250289687138
"3025",3025,"Bet-hedged learning",2,0.8406002135,3.099168614925e+68,"Bet-hedged learning",1376,0.04,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.797219003476246
"3026",3026,"Error correction",5,0.770456882,2.3651327891375e+37,"Error correction",1376,0.1,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.797219003476246
"3027",3027,"Learning",43,0.994200212093023,7.89258553373437e+84,"Learning",1376,0.86,"Error correction",TRUE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.797219003476246
"3028",3028,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1376,0,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.797219003476246
"3029",3029,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1376,0,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335,TRUE,1726,0.797219003476246
