"","X","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed","is_necessary_exploratory_replay","first_learning_depth","depth_frac"
"3792",3792,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,1
"3793",3793,"Other",0,NA,NA,"Other",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,1
"3794",3794,"Low activity",0,NA,NA,"Low activity",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,1
"3795",3795,"Error correction",36,0.804382277777778,4.08282141057556e+89,"Error correction",288,0.72,"Low activity",FALSE,-2250,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.113475177304965
"3796",3796,"Learning",9,0.994344836666667,4.41685186701818e+78,"Learning",288,0.18,"Low activity",TRUE,-2250,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.113475177304965
"3797",3797,"Mixed bet hedging",5,0.912711892,1.42886116343097e+89,"Mixed bet hedging",288,0.1,"Low activity",FALSE,-2250,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.113475177304965
"3798",3798,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",288,0,"Low activity",FALSE,-2250,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.113475177304965
"3799",3799,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",288,0,"Low activity",FALSE,-2250,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.113475177304965
"3800",3800,"Other",0,NA,NA,"Other",288,0,"Low activity",FALSE,-2250,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.113475177304965
"3801",3801,"Low activity",0,NA,NA,"Low activity",288,0,"Low activity",FALSE,-2250,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.113475177304965
"3802",3802,"Bet-hedged learning",1,0.88868368,5.17993726856276e+56,"Bet-hedged learning",338,0.02,"Error correction",FALSE,-2200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.13317572892041
"3803",3803,"Error correction",28,0.806488042857143,4.45786390920673e+88,"Error correction",338,0.56,"Error correction",FALSE,-2200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.13317572892041
"3804",3804,"Learning",16,0.994428745625,8.16151309305543e+88,"Learning",338,0.32,"Error correction",TRUE,-2200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.13317572892041
"3805",3805,"Mixed bet hedging",5,0.904708366,1.55906929916041e+82,"Mixed bet hedging",338,0.1,"Error correction",FALSE,-2200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.13317572892041
"3806",3806,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",338,0,"Error correction",FALSE,-2200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.13317572892041
"3807",3807,"Other",0,NA,NA,"Other",338,0,"Error correction",FALSE,-2200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.13317572892041
"3808",3808,"Low activity",0,NA,NA,"Low activity",338,0,"Error correction",FALSE,-2200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.13317572892041
"3809",3809,"Bet-hedged error correction",1,0.7345586,8.52817793619067e+35,"Bet-hedged error correction",38,0.02,"Low activity",FALSE,-2500,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0149724192277384
"3810",3810,"Bet-hedged learning",2,0.7309324205,3.2277263042123e+89,"Bet-hedged learning",38,0.04,"Low activity",FALSE,-2500,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0149724192277384
"3811",3811,"Error correction",37,0.754031547837838,1.01327432455869e+89,"Error correction",38,0.74,"Low activity",FALSE,-2500,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0149724192277384
"3812",3812,"Low activity",10,0.546411451,76.908,"Low activity",38,0.2,"Low activity",FALSE,-2500,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0149724192277384
"3813",3813,"Learning",0,NA,NA,"Learning",38,0,"Low activity",TRUE,-2500,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,FALSE,2538,0.0149724192277384
"3814",3814,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",38,0,"Low activity",FALSE,-2500,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0149724192277384
"3815",3815,"Other",0,NA,NA,"Other",38,0,"Low activity",FALSE,-2500,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0149724192277384
"3816",3816,"Error correction",27,0.806734241851852,1.52800730253021e+88,"Error correction",388,0.54,"Error correction",FALSE,-2150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.152876280535855
"3817",3817,"Learning",17,0.991225565882353,5.95795389404134e+88,"Learning",388,0.34,"Error correction",TRUE,-2150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.152876280535855
"3818",3818,"Mixed bet hedging",6,0.897732565,3.39506666666709e+87,"Mixed bet hedging",388,0.12,"Error correction",FALSE,-2150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.152876280535855
"3819",3819,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",388,0,"Error correction",FALSE,-2150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.152876280535855
"3820",3820,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",388,0,"Error correction",FALSE,-2150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.152876280535855
"3821",3821,"Other",0,NA,NA,"Other",388,0,"Error correction",FALSE,-2150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.152876280535855
"3822",3822,"Low activity",0,NA,NA,"Low activity",388,0,"Error correction",FALSE,-2150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.152876280535855
"3823",3823,"Error correction",28,0.814447416428571,2.39566725145577e+89,"Error correction",438,0.56,"Error correction",FALSE,-2100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.1725768321513
"3824",3824,"Learning",20,0.994944837,3.97725760872491e+89,"Learning",438,0.4,"Error correction",TRUE,-2100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.1725768321513
"3825",3825,"Mixed bet hedging",2,0.873288745,9.40221272433083e+89,"Mixed bet hedging",438,0.04,"Error correction",FALSE,-2100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.1725768321513
"3826",3826,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",438,0,"Error correction",FALSE,-2100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.1725768321513
"3827",3827,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",438,0,"Error correction",FALSE,-2100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.1725768321513
"3828",3828,"Other",0,NA,NA,"Other",438,0,"Error correction",FALSE,-2100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.1725768321513
"3829",3829,"Low activity",0,NA,NA,"Low activity",438,0,"Error correction",FALSE,-2100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.1725768321513
"3830",3830,"Bet-hedged learning",1,0.8483692082,9.76590325431205e+89,"Bet-hedged learning",488,0.02,"Error correction",FALSE,-2050,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.192277383766745
"3831",3831,"Error correction",23,0.833449886956522,1.06030570510458e+90,"Error correction",488,0.46,"Error correction",FALSE,-2050,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.192277383766745
"3832",3832,"Learning",24,0.994814096666667,6.16157794211961e+89,"Learning",488,0.48,"Error correction",TRUE,-2050,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.192277383766745
"3833",3833,"Mixed bet hedging",2,0.93855548,1.50299612701396e+90,"Mixed bet hedging",488,0.04,"Error correction",FALSE,-2050,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.192277383766745
"3834",3834,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",488,0,"Error correction",FALSE,-2050,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.192277383766745
"3835",3835,"Other",0,NA,NA,"Other",488,0,"Error correction",FALSE,-2050,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.192277383766745
"3836",3836,"Low activity",0,NA,NA,"Low activity",488,0,"Error correction",FALSE,-2050,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.192277383766745
"3837",3837,"Error correction",22,0.831784015454546,5.08429246205422e+89,"Error correction",538,0.44,"Error correction",FALSE,-2000,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.211977935382191
"3838",3838,"Learning",25,0.9943446568,6.5890002112143e+89,"Learning",538,0.5,"Error correction",TRUE,-2000,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.211977935382191
"3839",3839,"Mixed bet hedging",3,0.867281363966667,1.56233192526348e+89,"Mixed bet hedging",538,0.06,"Error correction",FALSE,-2000,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.211977935382191
"3840",3840,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",538,0,"Error correction",FALSE,-2000,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.211977935382191
"3841",3841,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",538,0,"Error correction",FALSE,-2000,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.211977935382191
"3842",3842,"Other",0,NA,NA,"Other",538,0,"Error correction",FALSE,-2000,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.211977935382191
"3843",3843,"Low activity",0,NA,NA,"Low activity",538,0,"Error correction",FALSE,-2000,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.211977935382191
"3844",3844,"Bet-hedged error correction",1,0.85341117,6.31818718042162e+89,"Bet-hedged error correction",588,0.02,"Error correction",FALSE,-1950,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.231678486997636
"3845",3845,"Error correction",24,0.828238613333333,4.72812845854934e+89,"Error correction",588,0.48,"Error correction",FALSE,-1950,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.231678486997636
"3846",3846,"Learning",23,0.9956656,1.74493119592868e+89,"Learning",588,0.46,"Error correction",TRUE,-1950,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.231678486997636
"3847",3847,"Mixed bet hedging",2,0.86162169,8.76895116757952e+89,"Mixed bet hedging",588,0.04,"Error correction",FALSE,-1950,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.231678486997636
"3848",3848,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",588,0,"Error correction",FALSE,-1950,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.231678486997636
"3849",3849,"Other",0,NA,NA,"Other",588,0,"Error correction",FALSE,-1950,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.231678486997636
"3850",3850,"Low activity",0,NA,NA,"Low activity",588,0,"Error correction",FALSE,-1950,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.231678486997636
"3851",3851,"Bet-hedged error correction",1,0.83682283,1.11020700406062e+90,"Bet-hedged error correction",638,0.02,"Error correction",FALSE,-1900,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.251379038613081
"3852",3852,"Error correction",26,0.827557728846154,3.75803723471281e+89,"Error correction",638,0.52,"Error correction",FALSE,-1900,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.251379038613081
"3853",3853,"Learning",23,0.995815083478261,4.73509774526345e+89,"Learning",638,0.46,"Error correction",TRUE,-1900,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.251379038613081
"3854",3854,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",638,0,"Error correction",FALSE,-1900,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.251379038613081
"3855",3855,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",638,0,"Error correction",FALSE,-1900,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.251379038613081
"3856",3856,"Other",0,NA,NA,"Other",638,0,"Error correction",FALSE,-1900,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.251379038613081
"3857",3857,"Low activity",0,NA,NA,"Low activity",638,0,"Error correction",FALSE,-1900,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.251379038613081
"3858",3858,"Error correction",27,0.833158272592593,8.47363445215988e+89,"Error correction",688,0.54,"Error correction",FALSE,-1850,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.271079590228526
"3859",3859,"Learning",20,0.9937401495,2.13819117729164e+89,"Learning",688,0.4,"Error correction",TRUE,-1850,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.271079590228526
"3860",3860,"Mixed bet hedging",3,0.905232553333333,7.82788954534556e+89,"Mixed bet hedging",688,0.06,"Error correction",FALSE,-1850,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.271079590228526
"3861",3861,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",688,0,"Error correction",FALSE,-1850,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.271079590228526
"3862",3862,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",688,0,"Error correction",FALSE,-1850,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.271079590228526
"3863",3863,"Other",0,NA,NA,"Other",688,0,"Error correction",FALSE,-1850,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.271079590228526
"3864",3864,"Low activity",0,NA,NA,"Low activity",688,0,"Error correction",FALSE,-1850,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.271079590228526
"3865",3865,"Error correction",22,0.849919393636364,8.60884791131066e+89,"Error correction",738,0.44,"Error correction",FALSE,-1800,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.290780141843972
"3866",3866,"Learning",28,0.9947297325,3.0413665052275e+89,"Learning",738,0.56,"Error correction",TRUE,-1800,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.290780141843972
"3867",3867,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",738,0,"Error correction",FALSE,-1800,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.290780141843972
"3868",3868,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",738,0,"Error correction",FALSE,-1800,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.290780141843972
"3869",3869,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",738,0,"Error correction",FALSE,-1800,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.290780141843972
"3870",3870,"Other",0,NA,NA,"Other",738,0,"Error correction",FALSE,-1800,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.290780141843972
"3871",3871,"Low activity",0,NA,NA,"Low activity",738,0,"Error correction",FALSE,-1800,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.290780141843972
"3872",3872,"Error correction",18,0.850625126111111,1.1003631751473e+90,"Error correction",788,0.36,"Error correction",FALSE,-1750,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.310480693459417
"3873",3873,"Learning",31,0.994093978064516,3.42029622954142e+89,"Learning",788,0.62,"Error correction",TRUE,-1750,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.310480693459417
"3874",3874,"Mixed bet hedging",1,0.89214942,7.89433300375155e+89,"Mixed bet hedging",788,0.02,"Error correction",FALSE,-1750,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.310480693459417
"3875",3875,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",788,0,"Error correction",FALSE,-1750,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.310480693459417
"3876",3876,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",788,0,"Error correction",FALSE,-1750,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.310480693459417
"3877",3877,"Other",0,NA,NA,"Other",788,0,"Error correction",FALSE,-1750,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.310480693459417
"3878",3878,"Low activity",0,NA,NA,"Low activity",788,0,"Error correction",FALSE,-1750,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.310480693459417
"3879",3879,"Bet-hedged error correction",1,0.82982207,3.09544616881352e+89,"Bet-hedged error correction",838,0.02,"Error correction",FALSE,-1700,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.330181245074862
"3880",3880,"Error correction",23,0.849437160869565,7.04969067761416e+89,"Error correction",838,0.46,"Error correction",FALSE,-1700,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.330181245074862
"3881",3881,"Learning",26,0.995942771538462,5.47435388494669e+89,"Learning",838,0.52,"Error correction",TRUE,-1700,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.330181245074862
"3882",3882,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",838,0,"Error correction",FALSE,-1700,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.330181245074862
"3883",3883,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",838,0,"Error correction",FALSE,-1700,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.330181245074862
"3884",3884,"Other",0,NA,NA,"Other",838,0,"Error correction",FALSE,-1700,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.330181245074862
"3885",3885,"Low activity",0,NA,NA,"Low activity",838,0,"Error correction",FALSE,-1700,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.330181245074862
"3886",3886,"Bet-hedged error correction",1,0.74408334,4.67714637506903e+32,"Bet-hedged error correction",88,0.02,"Low activity",FALSE,-2450,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0346729708431836
"3887",3887,"Error correction",29,0.753060688275862,1.17065847801258e+89,"Error correction",88,0.58,"Low activity",FALSE,-2450,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0346729708431836
"3888",3888,"Learning",2,0.99499575,3.446216193295e+76,"Learning",88,0.04,"Low activity",TRUE,-2450,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,FALSE,2538,0.0346729708431836
"3889",3889,"Low activity",16,0.584665438125,56.63875,"Low activity",88,0.32,"Low activity",FALSE,-2450,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0346729708431836
"3890",3890,"Mixed bet hedging",2,0.8020345925,8.55659079906657e+89,"Mixed bet hedging",88,0.04,"Low activity",FALSE,-2450,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0346729708431836
"3891",3891,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",88,0,"Low activity",FALSE,-2450,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0346729708431836
"3892",3892,"Other",0,NA,NA,"Other",88,0,"Low activity",FALSE,-2450,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.0346729708431836
"3893",3893,"Bet-hedged learning",1,0.96465075,9.70922165658622e+78,"Bet-hedged learning",888,0.02,"Error correction",FALSE,-1650,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.349881796690307
"3894",3894,"Error correction",22,0.84942324,9.94566909864266e+89,"Error correction",888,0.44,"Error correction",FALSE,-1650,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.349881796690307
"3895",3895,"Learning",27,0.99515088037037,3.10681305304638e+89,"Learning",888,0.54,"Error correction",TRUE,-1650,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.349881796690307
"3896",3896,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",888,0,"Error correction",FALSE,-1650,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.349881796690307
"3897",3897,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",888,0,"Error correction",FALSE,-1650,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.349881796690307
"3898",3898,"Other",0,NA,NA,"Other",888,0,"Error correction",FALSE,-1650,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.349881796690307
"3899",3899,"Low activity",0,NA,NA,"Low activity",888,0,"Error correction",FALSE,-1650,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.349881796690307
"3900",3900,"Bet-hedged error correction",1,0.8271881753,7.57010142373236e+89,"Bet-hedged error correction",938,0.02,"Error correction",FALSE,-1600,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.369582348305753
"3901",3901,"Bet-hedged learning",1,0.99652695,1.89446772062484e+90,"Bet-hedged learning",938,0.02,"Error correction",FALSE,-1600,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.369582348305753
"3902",3902,"Error correction",24,0.8510412075,1.07190459190895e+90,"Error correction",938,0.48,"Error correction",FALSE,-1600,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.369582348305753
"3903",3903,"Learning",23,0.995900650869565,3.26815681155644e+89,"Learning",938,0.46,"Error correction",TRUE,-1600,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.369582348305753
"3904",3904,"Mixed bet hedging",1,0.97536113,1.62963448663905e+90,"Mixed bet hedging",938,0.02,"Error correction",FALSE,-1600,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.369582348305753
"3905",3905,"Other",0,NA,NA,"Other",938,0,"Error correction",FALSE,-1600,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.369582348305753
"3906",3906,"Low activity",0,NA,NA,"Low activity",938,0,"Error correction",FALSE,-1600,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.369582348305753
"3907",3907,"Bet-hedged error correction",1,0.84619872,5.00355301171673e+89,"Bet-hedged error correction",988,0.02,"Error correction",FALSE,-1550,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.389282899921198
"3908",3908,"Bet-hedged learning",1,0.975807954,8.6607665222471e+88,"Bet-hedged learning",988,0.02,"Error correction",FALSE,-1550,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.389282899921198
"3909",3909,"Error correction",25,0.8466256956,8.28411956511749e+89,"Error correction",988,0.5,"Error correction",FALSE,-1550,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.389282899921198
"3910",3910,"Learning",23,0.992971462173913,4.45359729668984e+89,"Learning",988,0.46,"Error correction",TRUE,-1550,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.389282899921198
"3911",3911,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",988,0,"Error correction",FALSE,-1550,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.389282899921198
"3912",3912,"Other",0,NA,NA,"Other",988,0,"Error correction",FALSE,-1550,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.389282899921198
"3913",3913,"Low activity",0,NA,NA,"Low activity",988,0,"Error correction",FALSE,-1550,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108,TRUE,2538,0.389282899921198
"3914",3914,"Bet-hedged error correction",1,0.45774809,15980497819511358,"Bet-hedged error correction",213,0.02,"Low activity",FALSE,-500,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.298737727910238
"3915",3915,"Bet-hedged learning",3,0.686645316666667,5.1969735434064e+42,"Bet-hedged learning",213,0.06,"Low activity",FALSE,-500,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.298737727910238
"3916",3916,"Error correction",35,0.759013484857143,7.34921598294112e+88,"Error correction",213,0.7,"Low activity",FALSE,-500,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.298737727910238
"3917",3917,"Learning",3,0.994391266666667,4.32059089953264e+89,"Learning",213,0.06,"Low activity",TRUE,-500,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,FALSE,713,0.298737727910238
"3918",3918,"Low activity",7,0.572414791428571,1392.31571428571,"Low activity",213,0.14,"Low activity",FALSE,-500,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.298737727910238
"3919",3919,"Mixed bet hedging",1,0.90419384,5.09259001897147e+87,"Mixed bet hedging",213,0.02,"Low activity",FALSE,-500,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.298737727910238
"3920",3920,"Other",0,NA,NA,"Other",213,0,"Low activity",FALSE,-500,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.298737727910238
"3921",3921,"Bet-hedged error correction",2,0.755522695,3.24110488535218e+35,"Bet-hedged error correction",263,0.04,"Low activity",FALSE,-450,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.368863955119215
"3922",3922,"Bet-hedged learning",2,0.58275001,1.87210156087074e+52,"Bet-hedged learning",263,0.04,"Low activity",FALSE,-450,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.368863955119215
"3923",3923,"Error correction",30,0.769931540666667,4.07938739739046e+87,"Error correction",263,0.6,"Low activity",FALSE,-450,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.368863955119215
