"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","lineage_merit_mean","is_learning","relative_depth","is_exploratory_replay","seed","target_window_depth","is_target_window_start","is_target_window_end","dir","true_seed"
"140","Other",0,NA,NA,"Other",730,0,"Small",129.24,FALSE,-280,FALSE,93,20,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"141","Bet-hedged error correction",1,0.670560721,6.91204583127406e+36,"Bet-hedged error correction",731,0.02,"Small",20.95,FALSE,-279,FALSE,93,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"142","Bet-hedged learning",5,0.66,2.85825902071831e+53,"Bet-hedged learning",731,0.1,"Small",20.95,FALSE,-279,FALSE,93,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"143","Error correction",24,0.754642002083333,1.62205356862509e+81,"Error correction",731,0.48,"Small",20.95,FALSE,-279,FALSE,93,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"144","Learning",6,0.995194093333333,3.39589599097385e+87,"Learning",731,0.12,"Small",20.95,TRUE,-279,FALSE,93,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"145","Low activity",12,0.6704861125,39.1766666666667,"Low activity",731,0.24,"Small",20.95,FALSE,-279,FALSE,93,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"146","Mixed bet hedging",2,0.87466624,1.02150205611407e+52,"Mixed bet hedging",731,0.04,"Small",20.95,FALSE,-279,FALSE,93,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"147","Other",0,NA,NA,"Other",731,0,"Small",20.95,FALSE,-279,FALSE,93,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"148","Bet-hedged error correction",1,0.52632345,4881573943931974656,"Bet-hedged error correction",732,0.02,"Small",681.08,FALSE,-278,FALSE,93,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"149","Bet-hedged learning",10,0.710260926,1.53040632205919e+79,"Bet-hedged learning",732,0.2,"Small",681.08,FALSE,-278,FALSE,93,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"150","Error correction",22,0.753086402727273,7.65909093785328e+62,"Error correction",732,0.44,"Small",681.08,FALSE,-278,FALSE,93,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"151","Learning",5,0.994584902,1.41618148796816e+75,"Learning",732,0.1,"Small",681.08,TRUE,-278,FALSE,93,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"152","Low activity",12,0.670727155,168.404166666667,"Low activity",732,0.24,"Small",681.08,FALSE,-278,FALSE,93,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"153","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",732,0,"Small",681.08,FALSE,-278,FALSE,93,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"154","Other",0,NA,NA,"Other",732,0,"Small",681.08,FALSE,-278,FALSE,93,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"155","Bet-hedged learning",8,0.66875,3.04576550641178e+60,"Bet-hedged learning",733,0.16,"Small",11.65,FALSE,-277,FALSE,93,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"156","Error correction",21,0.765431526666667,9.05989142294448e+88,"Error correction",733,0.42,"Small",11.65,FALSE,-277,FALSE,93,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"157","Learning",5,0.995206134,3.87407193117108e+74,"Learning",733,0.1,"Small",11.65,TRUE,-277,FALSE,93,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"158","Low activity",14,0.668410387142857,3254.94357142857,"Low activity",733,0.28,"Small",11.65,FALSE,-277,FALSE,93,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"159","Mixed bet hedging",2,0.91704334,7.23700002876824e+73,"Mixed bet hedging",733,0.04,"Small",11.65,FALSE,-277,FALSE,93,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"160","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",733,0,"Small",11.65,FALSE,-277,FALSE,93,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"161","Other",0,NA,NA,"Other",733,0,"Small",11.65,FALSE,-277,FALSE,93,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"162","Bet-hedged learning",5,0.596153974,5.71285115812646e+53,"Bet-hedged learning",734,0.1,"Small",32.8,FALSE,-276,FALSE,93,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"163","Error correction",25,0.7572849056,3.54675168437958e+87,"Error correction",734,0.5,"Small",32.8,FALSE,-276,FALSE,93,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"164","Learning",6,0.995589303333333,3.31842059449643e+88,"Learning",734,0.12,"Small",32.8,TRUE,-276,FALSE,93,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"165","Low activity",12,0.636500001666667,58.3416666666667,"Low activity",734,0.24,"Small",32.8,FALSE,-276,FALSE,93,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"166","Mixed bet hedging",2,0.919733935,5.09261760579272e+88,"Mixed bet hedging",734,0.04,"Small",32.8,FALSE,-276,FALSE,93,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"167","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",734,0,"Small",32.8,FALSE,-276,FALSE,93,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"168","Other",0,NA,NA,"Other",734,0,"Small",32.8,FALSE,-276,FALSE,93,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"169","Bet-hedged learning",10,0.658543115,3.74821378962801e+66,"Bet-hedged learning",735,0.2,"Small",113.18,FALSE,-275,FALSE,93,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"170","Error correction",16,0.757024169375,2.45318593629184e+53,"Error correction",735,0.32,"Small",113.18,FALSE,-275,FALSE,93,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"171","Learning",7,0.99567371,2.68056328606341e+89,"Learning",735,0.14,"Small",113.18,TRUE,-275,FALSE,93,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"172","Low activity",15,0.657333333333333,160.774666666667,"Low activity",735,0.3,"Small",113.18,FALSE,-275,FALSE,93,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"173","Mixed bet hedging",2,0.922216105,9.04625000008231e+72,"Mixed bet hedging",735,0.04,"Small",113.18,FALSE,-275,FALSE,93,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"174","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",735,0,"Small",113.18,FALSE,-275,FALSE,93,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"175","Other",0,NA,NA,"Other",735,0,"Small",113.18,FALSE,-275,FALSE,93,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"176","Bet-hedged learning",10,0.7198764616,4.6921310416074e+81,"Bet-hedged learning",736,0.2,"Small",52.02,FALSE,-274,FALSE,93,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"177","Error correction",23,0.752578142608696,5.88209319131238e+87,"Error correction",736,0.46,"Small",52.02,FALSE,-274,FALSE,93,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"178","Learning",2,0.993279895,1.12655784025563e+76,"Learning",736,0.04,"Small",52.02,TRUE,-274,FALSE,93,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"179","Low activity",14,0.631492047857143,203.185,"Low activity",736,0.28,"Small",52.02,FALSE,-274,FALSE,93,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"180","Mixed bet hedging",1,0.98631145,1.9887592928589e+79,"Mixed bet hedging",736,0.02,"Small",52.02,FALSE,-274,FALSE,93,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"181","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",736,0,"Small",52.02,FALSE,-274,FALSE,93,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"182","Other",0,NA,NA,"Other",736,0,"Small",52.02,FALSE,-274,FALSE,93,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"183","Bet-hedged error correction",1,0.60151971,2996972224217927680,"Bet-hedged error correction",737,0.02,"Small",706.2,FALSE,-273,FALSE,93,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"184","Bet-hedged learning",7,0.7379906036,3.09217328487405e+60,"Bet-hedged learning",737,0.14,"Small",706.2,FALSE,-273,FALSE,93,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"185","Error correction",23,0.764722090434783,6.11881794610496e+88,"Error correction",737,0.46,"Small",706.2,FALSE,-273,FALSE,93,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"186","Learning",4,0.9955691475,2.22959369807067e+88,"Learning",737,0.08,"Small",706.2,TRUE,-273,FALSE,93,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"187","Low activity",14,0.632113665714286,217.113571428571,"Low activity",737,0.28,"Small",706.2,FALSE,-273,FALSE,93,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"188","Mixed bet hedging",1,0.7902293,9.19534415281103e+52,"Mixed bet hedging",737,0.02,"Small",706.2,FALSE,-273,FALSE,93,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"189","Other",0,NA,NA,"Other",737,0,"Small",706.2,FALSE,-273,FALSE,93,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"190","Bet-hedged learning",8,0.73904647875,8.04579807794512e+88,"Bet-hedged learning",738,0.16,"Small",176.37,FALSE,-272,FALSE,93,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"191","Error correction",16,0.748340231875,9.54183651520765e+45,"Error correction",738,0.32,"Small",176.37,FALSE,-272,FALSE,93,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"192","Learning",8,0.99547002125,1.6949538679072e+89,"Learning",738,0.16,"Small",176.37,TRUE,-272,FALSE,93,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"193","Low activity",18,0.648228376111111,9553.35277777778,"Low activity",738,0.36,"Small",176.37,FALSE,-272,FALSE,93,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"194","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",738,0,"Small",176.37,FALSE,-272,FALSE,93,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"195","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",738,0,"Small",176.37,FALSE,-272,FALSE,93,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"196","Other",0,NA,NA,"Other",738,0,"Small",176.37,FALSE,-272,FALSE,93,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"197","Bet-hedged learning",3,0.93803371,2.42120307305441e+79,"Bet-hedged learning",739,0.06,"Small",195.68,FALSE,-271,FALSE,93,29,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"198","Error correction",14,0.768841333571429,3.30834601224062e+74,"Error correction",739,0.28,"Small",195.68,FALSE,-271,FALSE,93,29,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"199","Learning",31,0.995225669677419,1.70983411863668e+88,"Learning",739,0.62,"Small",195.68,TRUE,-271,FALSE,93,29,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"200","Mixed bet hedging",2,0.963734875,3.79428992814371e+79,"Mixed bet hedging",739,0.04,"Small",195.68,FALSE,-271,FALSE,93,29,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"201","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",739,0,"Small",195.68,FALSE,-271,FALSE,93,29,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"202","Other",0,NA,NA,"Other",739,0,"Small",195.68,FALSE,-271,FALSE,93,29,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"203","Low activity",0,NA,NA,"Low activity",739,0,"Small",195.68,FALSE,-271,FALSE,93,29,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"204","Error correction",9,0.762653608888889,6.83106881070271e+41,"Error correction",740,0.18,"Small",26.37,FALSE,-270,FALSE,93,30,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"205","Learning",40,0.994594703,6.12941023986418e+88,"Learning",740,0.8,"Small",26.37,TRUE,-270,FALSE,93,30,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"206","Mixed bet hedging",1,0.9207921,6.13009415156698e+54,"Mixed bet hedging",740,0.02,"Small",26.37,FALSE,-270,FALSE,93,30,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"207","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",740,0,"Small",26.37,FALSE,-270,FALSE,93,30,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"208","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",740,0,"Small",26.37,FALSE,-270,FALSE,93,30,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"209","Other",0,NA,NA,"Other",740,0,"Small",26.37,FALSE,-270,FALSE,93,30,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"210","Low activity",0,NA,NA,"Low activity",740,0,"Small",26.37,FALSE,-270,FALSE,93,30,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"211","Bet-hedged learning",2,0.976813451,1.36964125396966e+89,"Bet-hedged learning",741,0.04,"Small",21.88,FALSE,-269,FALSE,93,31,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"212","Error correction",12,0.765705935833333,1.93903544764774e+67,"Error correction",741,0.24,"Small",21.88,FALSE,-269,FALSE,93,31,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"213","Learning",35,0.993459349714286,9.06458294972333e+88,"Learning",741,0.7,"Small",21.88,TRUE,-269,FALSE,93,31,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"214","Mixed bet hedging",1,0.89773571,1.22223021654188e+89,"Mixed bet hedging",741,0.02,"Small",21.88,FALSE,-269,FALSE,93,31,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"215","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",741,0,"Small",21.88,FALSE,-269,FALSE,93,31,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"216","Other",0,NA,NA,"Other",741,0,"Small",21.88,FALSE,-269,FALSE,93,31,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"217","Low activity",0,NA,NA,"Low activity",741,0,"Small",21.88,FALSE,-269,FALSE,93,31,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"218","Error correction",12,0.7563398625,1.06925325522995e+86,"Error correction",742,0.24,"Small",340.73,FALSE,-268,FALSE,93,32,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"219","Learning",31,0.994828956129032,7.18454787513131e+88,"Learning",742,0.62,"Small",340.73,TRUE,-268,FALSE,93,32,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"220","Mixed bet hedging",7,0.894797403408769,4.11161036804719e+88,"Mixed bet hedging",742,0.14,"Small",340.73,FALSE,-268,FALSE,93,32,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"221","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",742,0,"Small",340.73,FALSE,-268,FALSE,93,32,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"222","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",742,0,"Small",340.73,FALSE,-268,FALSE,93,32,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"223","Other",0,NA,NA,"Other",742,0,"Small",340.73,FALSE,-268,FALSE,93,32,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"224","Low activity",0,NA,NA,"Low activity",742,0,"Small",340.73,FALSE,-268,FALSE,93,32,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"225","Error correction",10,0.761820385,6.0459187922521e+48,"Error correction",743,0.2,"Small",90.84,FALSE,-267,FALSE,93,33,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"226","Learning",38,0.995331485,1.25875720954645e+89,"Learning",743,0.76,"Small",90.84,TRUE,-267,FALSE,93,33,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"227","Mixed bet hedging",2,0.899353865,2.24398942412373e+89,"Mixed bet hedging",743,0.04,"Small",90.84,FALSE,-267,FALSE,93,33,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"228","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",743,0,"Small",90.84,FALSE,-267,FALSE,93,33,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"229","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",743,0,"Small",90.84,FALSE,-267,FALSE,93,33,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"230","Other",0,NA,NA,"Other",743,0,"Small",90.84,FALSE,-267,FALSE,93,33,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"231","Low activity",0,NA,NA,"Low activity",743,0,"Small",90.84,FALSE,-267,FALSE,93,33,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"232","Bet-hedged error correction",1,0.739451148514851,1.63715453059378e+35,"Bet-hedged error correction",744,0.02,"Small",1321.91,FALSE,-266,FALSE,93,34,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"233","Bet-hedged learning",3,0.946318186,2.80092966801622e+88,"Bet-hedged learning",744,0.06,"Small",1321.91,FALSE,-266,FALSE,93,34,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"234","Error correction",4,0.7492430875,1.97210057856707e+40,"Error correction",744,0.08,"Small",1321.91,FALSE,-266,FALSE,93,34,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"235","Learning",38,0.993876951052632,1.22586034519967e+89,"Learning",744,0.76,"Small",1321.91,TRUE,-266,FALSE,93,34,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"236","Mixed bet hedging",4,0.91338367,5.2517435100794e+87,"Mixed bet hedging",744,0.08,"Small",1321.91,FALSE,-266,FALSE,93,34,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"237","Other",0,NA,NA,"Other",744,0,"Small",1321.91,FALSE,-266,FALSE,93,34,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"238","Low activity",0,NA,NA,"Low activity",744,0,"Small",1321.91,FALSE,-266,FALSE,93,34,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"239","Bet-hedged learning",1,0.969773042,1.10525905001153e+69,"Bet-hedged learning",745,0.02,"Small",91.89,FALSE,-265,FALSE,93,35,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"240","Error correction",13,0.78443245,3.23200982818481e+87,"Error correction",745,0.26,"Small",91.89,FALSE,-265,FALSE,93,35,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"241","Learning",34,0.994362974117647,1.78940993447763e+89,"Learning",745,0.68,"Small",91.89,TRUE,-265,FALSE,93,35,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"242","Mixed bet hedging",2,0.908941395,3.07069595748498e+46,"Mixed bet hedging",745,0.04,"Small",91.89,FALSE,-265,FALSE,93,35,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"243","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",745,0,"Small",91.89,FALSE,-265,FALSE,93,35,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"244","Other",0,NA,NA,"Other",745,0,"Small",91.89,FALSE,-265,FALSE,93,35,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"245","Low activity",0,NA,NA,"Low activity",745,0,"Small",91.89,FALSE,-265,FALSE,93,35,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"246","Bet-hedged learning",2,0.94229118,1.85267708178468e+76,"Bet-hedged learning",746,0.04,"Small",8.42,FALSE,-264,FALSE,93,36,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"247","Error correction",11,0.762243251818182,2.09270040350134e+47,"Error correction",746,0.22,"Small",8.42,FALSE,-264,FALSE,93,36,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"248","Learning",36,0.994004430555556,5.32869993085017e+88,"Learning",746,0.72,"Small",8.42,TRUE,-264,FALSE,93,36,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"249","Mixed bet hedging",1,0.96543576,1.51780304164201e+80,"Mixed bet hedging",746,0.02,"Small",8.42,FALSE,-264,FALSE,93,36,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"250","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",746,0,"Small",8.42,FALSE,-264,FALSE,93,36,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"251","Other",0,NA,NA,"Other",746,0,"Small",8.42,FALSE,-264,FALSE,93,36,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"252","Low activity",0,NA,NA,"Low activity",746,0,"Small",8.42,FALSE,-264,FALSE,93,36,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"253","Bet-hedged learning",1,0.95671197,4.570270784155e+74,"Bet-hedged learning",747,0.02,"Small",24.68,FALSE,-263,FALSE,93,37,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"254","Error correction",8,0.77393614375,2.21898727746875e+89,"Error correction",747,0.16,"Small",24.68,FALSE,-263,FALSE,93,37,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"255","Learning",40,0.9949793,1.1861202114924e+89,"Learning",747,0.8,"Small",24.68,TRUE,-263,FALSE,93,37,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"256","Mixed bet hedging",1,0.91652689,7.46678268990109e+73,"Mixed bet hedging",747,0.02,"Small",24.68,FALSE,-263,FALSE,93,37,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"257","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",747,0,"Small",24.68,FALSE,-263,FALSE,93,37,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"258","Other",0,NA,NA,"Other",747,0,"Small",24.68,FALSE,-263,FALSE,93,37,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"259","Low activity",0,NA,NA,"Low activity",747,0,"Small",24.68,FALSE,-263,FALSE,93,37,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"260","Bet-hedged learning",2,0.95061925,6.37489296699018e+88,"Bet-hedged learning",748,0.04,"Small",17.5,FALSE,-262,FALSE,93,38,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"261","Error correction",11,0.770325888181818,9.26650657337138e+87,"Error correction",748,0.22,"Small",17.5,FALSE,-262,FALSE,93,38,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"262","Learning",36,0.995040071111111,3.56521552756132e+88,"Learning",748,0.72,"Small",17.5,TRUE,-262,FALSE,93,38,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"263","Mixed bet hedging",1,0.91933783,2.04499717000788e+88,"Mixed bet hedging",748,0.02,"Small",17.5,FALSE,-262,FALSE,93,38,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"264","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",748,0,"Small",17.5,FALSE,-262,FALSE,93,38,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"265","Other",0,NA,NA,"Other",748,0,"Small",17.5,FALSE,-262,FALSE,93,38,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"266","Low activity",0,NA,NA,"Low activity",748,0,"Small",17.5,FALSE,-262,FALSE,93,38,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"267","Bet-hedged learning",1,0.89112095,7.17966056441182e+46,"Bet-hedged learning",749,0.02,"Small",22.51,FALSE,-261,FALSE,93,39,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"268","Error correction",13,0.765377350769231,1.5669538462251e+87,"Error correction",749,0.26,"Small",22.51,FALSE,-261,FALSE,93,39,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"269","Learning",33,0.995075238484848,1.6003351811166e+89,"Learning",749,0.66,"Small",22.51,TRUE,-261,FALSE,93,39,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"270","Mixed bet hedging",3,0.919679213333333,6.47319855171149e+88,"Mixed bet hedging",749,0.06,"Small",22.51,FALSE,-261,FALSE,93,39,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"271","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",749,0,"Small",22.51,FALSE,-261,FALSE,93,39,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"272","Other",0,NA,NA,"Other",749,0,"Small",22.51,FALSE,-261,FALSE,93,39,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"273","Low activity",0,NA,NA,"Low activity",749,0,"Small",22.51,FALSE,-261,FALSE,93,39,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"274","Bet-hedged learning",2,0.93324016,3.89019517250295e+57,"Bet-hedged learning",750,0.04,"Small",345.49,FALSE,-260,FALSE,93,40,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
"275","Error correction",12,0.760082136666667,1.3514855873495e+89,"Error correction",750,0.24,"Small",345.49,FALSE,-260,FALSE,93,40,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",93
