genome,merit,merit_given,gen, seed
"[54]frfswEDKacLEjeznEHfnDhmKqmoDLAChnhuFCbuzLcGIbuGtelocHd",64,64,3054, 727
"[91]gagBnhhfovihgHBtEcyFhdcaAnFjujEawbEihIEpzjurHaAeeJybLKzoDweAofCKHzwnfaHgLwGoqevbGixJBuiLLuk",32768,32,2471, 728
"[59]gdlgpxFoHdozAyGrncEBeHALEsDkgqsumlGmloCkJDJFDwxnualarvnIztA",32,32,2890, 729
"[66]lapJpiwessrrarkFvgjhADcbbccgLGoHIHqCbyfFatmeevAfKblpkApcALGoLGCmnb",32,9,2889, 73
"[69]orAnzotubFHhhrmtBxELBszFFcnGGGatjcFoIGmdGgfabBGLGhefeEnndCabHFAwhKeBg",64,65,1871, 730
"[79]tccHoEGLeodfxsFubmLchzzEzGsDCFtKemLhFBIezynwffqucLImmDqbvwzFhlhkrszettehmlzgEoH",32,8,2893, 731
"[76]zGouHLcGnoIfEgqDwfiqxszjtapyHiKClhcIdwKdthHAecHBsLtrmpwKxkHIfcHjcKflqBFGCbLb",64,17,2987, 732
"[74]okttExFdwFpqgjkEhaxnaDzzdbesAlpskFBKvudzLgoHDDqobcgqakoAFwEAGxplestIubfyrH",64,65,2907, 733
"[50]DusepyFxkdzaHiIwLBlDcijiagfwdaLhAmmoHpIDdLGyoKmAqJ",64,16,3084, 734
"[27]LxLpwgatoHnfFIztAHmimhBwGex",32,0,3011, 735
"[81]rGkwGuuEBEGHkLIoHqGHJDzBqaxJzjqdwbldLehcEHDcHJbjymbvJvtiyLzrfidnehLdatbdsqdhzeFqo",32,4,2893, 736
"[109]stsfGxDBaddGxHLcGmnIhCFKilszIJJCKxnLjELsdrkvkgaokiKIibcxJDHDyibpoxFypsJijGvhohzsDxxfiBiCBlkIkqInBptkzGnocLcym",32,9,2954, 737
"[95]mgqhtnejsHLGIoHCgKCdsyIkyoKtegcdxBerrDLvKpcIAKnFxmykJBKIfILnkfmqyeiHkKkcilsnszdAJBgwGeLsrbbsaIA",32,33,2984, 738
"[71]LxzjtuLxBofiwocHclmFgEDuzdGqnGvcmxbCprpCymouuEsIGvxpGylEfzAFHGqKnpriiEH",64,65,2893, 739
"[95]ndmkhLpsBxLcoIHzrEsmcIbGzFHaFCFxImfaetfjhmKixpvnimbofzLkjevghJsskqEkpHyedybbAagBBccIIvfzBbwyrle",32,33,854, 74
"[97]FzEHuIHxscLghFoqdyGbFKfFoCDfJalJossxhdlHgJKHjLDjhgfvEzGeiqGHFHpdhDilyBaeGFfGifulBBKfuJhgjKqbfJfee",32768,257,2930, 740
"[100]FAkzhHBhlkozIxlkGkkeAayzcxzrArkkxtotkyawBxaGpoHLcrzFojkajpqcbxxchjocqsnKffHEyLGhtroHxtLrsFoCBJyHopCI",1.04858e+06,16385,1952, 741
"[68]AlrzbtLcdwFocHsIcdjisfLBuEbwmtyjvupoGFHqEKucDhLFgzmpyFIfrBqgroleICiH",64,16,3019, 742
"[75]HodGkLhFlpjxFjbbdIzwscdEHAoIuEyHhuLGocvdlveLcjjqBtxrmGzBIKbbmcrknesHzLrHktJ",512,0,3418, 743
"[89]usDFiceFtHtIsztmjBkayxHLcgyrzeyroscqouJJdyHwccttHzyLwhiGqqyDBruEkGErcujaEjcakKtaBcfwbzoIA",16384,256,1230, 744
"[70]fDilrBlsnxaxsmmcztEyztdHfepcGmcxfAhbpdLlikaIlwufHoaELoCnuGDsapitpvBrKt",128,64,2777, 745
"[73]goaznxxGubvAcyEyxtHrpiajtEwrDhjgyyEvoGrezHJBrsizyjJnFGgGqILzHvyLcGsAtzoKm",64,65,2911, 746
"[20]pmvLoHotlwDFgnFlgIGH",32,5,2942, 747
"[88]xahvdCfChIEflFHgkJqgzzamHrEteguqbxEpxwmpqdcqoijioaeEpJHfvxLprfpuhcmLxFjhIICBdGHAxLtmIoHc",32,16,2991, 748
"[40]dfpeydamkuAvmtfiBuHEonebLyBLIGLquHrhxdwd",32,5,2961, 749
"[65]DDbtyoGkHBLcmoLqGEICmqykmxnkhnjggfhqzrhmgqhFIxpLquemxIgEjEJCcubvb",32,5,2543, 75
"[87]ovcrqgBbApLvigFEfrvlzHExguKhoyeEGAzHrnkrkLFoqreyJnFDhyBhifAwCzcAAzHAjLGImgpFoHkyCfoymze",131072,8192,2930, 750
"[89]eeAAdyLxAlHttraAlppeonbabpaebKliypwdeojxbLIsbdHvbpcbgLEtAoBFkyFzwLLGFmEGgyyaqbilmvbrzzKpx",64,65,1381, 751
"[61]xckrBbpuuhwbcubxFfHgdssIikAxtvgsjHFmLEyoDjBFoKHHJtGqdwtzwFlGe",256,33,2897, 752
"[89]eHkAzgnzrvvahuuDcFtGxkpwctuppnsvALIsEwHuFLoqmGKBaCvKLEeeItzcJFacGeBthshAxHCxqxHtAKFHonCkv",32768,64,2944, 753
"[61]AFrHseqzCHsqdAFcKetAcAIJdojzypqCdrqczwuamFIcrelpfALBklIocHizG",32,5,2847, 754
"[84]ymLuiytwLGemHLBIocHCgtLbhtBJeisosjmxpkndCnkzbdLnuErjEfuCBKqCCoqDAFaihfuxqqfaxAFsiyug",32,4,2933, 755
"[67]HcGFLculuxauLgxIaaocHfCecoHeGlFakLAqlJggiyCcnaoiHbbzmwpkBrrsBjHEBAJ",32,32,2413, 756
"[84]vfLcoKHIBcCzxbteprbDrsackmJzGEwqxajwxFnicIgDnGhwEDCmCdnojLgtDAjjvrqApKjIleGfgoFHAxwg",512,32,2815, 757
"[100]oHvaAoqtlEKkHutgzGmmDoaFkjBjggjjegGLlpAfzfhoHqoCqJfdgwnemgsrastumqpEdvbHLgaEIkCblchrlEBglvHEyryfLmpx",64,65,2899, 758
"[92]AAzGmvdHqqpClsabKEBhdkFoDCnwAidhkeGGyCcBconekDGhdEpltbxpdAiHDoftLbaueAHLdBqKjwhAIAsKLJdoLIoH",64,17,3010, 759
"[58]zGwkDGFedelltzLlEqafdoLcobhoKHELALyGIbswesoHvaDxEjAowHBqqd",64,32,3019, 76
"[99]fndErngyexwtvelgEopyEHwvIovGeAlgLcxLGJntGlfKAiAzGfeizHjmLccDcyocqEnfvnwcroDwAiAJnLrkaEGjDqpzftIxJfm",4096,256,1071, 760
"[48]dazoxGgLBlwgujEncHkiBdDkKnECabBquBFymmLfAGjcencI",32,17,2926, 761
"[95]xAtkbeuvGbEaijsyaHvkicrvedwfakJKpfeiLcGgjowtIocHEhDDrffzoKBEbdaedrCEkGDuLwdBbspCGKigwceAxdwGhFL",32,9,737, 762
"[82]AhFthdjerjphipflbHCcvljbdtzsgLigsagfnjgLbBeyxnFwLpeunGidzIuzmbLefunnhbfwgoHzGmgFEc",32,17,723, 763
"[89]DBbguLlyigBBmkHEbLGBCfoIqsdvEjoHECcbIvlqvGIzpgupuvpEdjldrahtlllnEyJKGBheloyhhEjaegIxgBmrx",32,33,2945, 764
"[55]kEsarrmmGgsxGAwavAFqooLnKHqxdpmwydqpJhjaefasImmymdHlbjr",64,32,2831, 765
"[80]ylhebGpFfHLzIoHbFCzbtfyihHuaLDveFEvImucapjcfILyaEKKLALDzrGbCerLduwqCyJfmlBHuqkIC",32,16,3014, 766
"[67]moLElhpcpLhwsFrErjBLHiIxeEtdHLwGbnivukzxdfgfALoHGeibfqijGExmfkiulKt",2048,64,2958, 767
"[57]GsuluLoHLvwgElncgaztzvviksIGwwvHvGsfwagrsbFFnaeDlaKpGHyxf",64,17,3029, 768
"[23]xLLFtAgLoHtzGjwIliyHyGw",32,8,2988, 769
"[83]suDAsyjBfHIidoHyfffvEayELlwFBgocqaKEvhApbBtbwHLoClGJnHAnoqphGjwJKvoDGdlAzqanotzhgaI",4.1943e+06,65536,2435, 77
"[50]uwFpttfmLAblnnLnyEthoHDwkIydJtlEnqbsBFnfLFeBwGIAjH",32,4,2941, 770
"[89]vBAwgwiflfLdGEAHvpbrLcxFyykGLidemtmmonmIcjLoLHFeidoICByAwICwzCgxryxfnoDnduedBgwvucyaLEswA",32,9,811, 771
"[44]nxBuGdxEHsmbsopEgnLIuwDiHxyvEusHwaBoKFhiBcjB",64,64,3206, 772
"[89]fcszoeElwxowjuabrmLcGuyobpxoKHwtcnLBIdLeEGnuoHvbFDiusHGqFFriBFbFcFdtBKgjIEKjpflscaojsttql",64,8,1342, 773
"[67]pErlcpofvocHawjHyfvbaExkznGGlEygDkKcterGJlaBoLwFKGuJoFqhHprsdzhbLBI",32,5,2820, 774
"[39]gexsyvewaiiGrLoHewkDroEIdytcbnbwafFfvHu",32,5,2889, 775
"[78]HIelLFLgfarloKEFuoDKnLtdGcoAAHctGAoHnaLlqhzCBhvCGIAlKdHDFqqllDICvvauLkLowDmxtL",64,16,2955, 776
"[95]vHihuxGIolHnGtzwGALoHyqnLJFJpsFjLyoCAJcIGkCEtLecbGrckwwuifjIqxxnLInyACviBvshDaaEmorvhtAodxoGksl",128,16,3056, 777
"[74]nBjbnJyfmeayvGkAuHcjbkhfkoFEalycnfDKtsqdykEklnfpktgekzFzzjHpjswLEfBcjhnIqG",2048,257,2809, 778
"[65]ypmzcEsmlGeanocHBHGLiIdqGoLoDKHGJFdyCoeJkcwnptbfCIAeGGnuyHnuDEEEn",512,64,2923, 779
"[67]CywLLDgvJueBedHwfrzzyBsHzzFpvmmpcAzIHxgLoznKHyqyJHcGHKHlHijbnbxtfgG",1024,128,2970, 78
"[42]fDpfgHILAkEzBhEgDyliikwdugDzBezLoHGyqyKzHq",256,64,2986, 780
"[75]HuhjDLnFeyGLIGoHGHoqDubgFjyGAybEKGmuuHLoqorJHmHLtBdDunvaeeLEvfhLcBddBupDJeo",2048,256,3038, 781
"[83]AyHwejdayyrfztlyLnIlsGeeLcAnadpcgptmFcepIoLqdDnCelzGrbpBJuJCzHujduvjgkehbdzpjGhGGmA",32,9,737, 782
"[20]LoHjLlGlFIbcDpixAHyi",32,4,3029, 783
"[54]buFcgtnAwhrvwbwkyyHmEzomcDAiaHzwwtdyKkGuvDrnnLIAsGEwoH",64,17,2987, 784
"[48]whfmraanBzoerGqtboBgBmkHzyvAnBefjdLIigHLxnKDzuay",64,16,3049, 785
"[109]vcCiKDeJeiwhyphjhtnqmEamFgvimJtjxCmFDHgqdJmBvbGEoewmhKLnlLitcFyoGExxBztptaapppGnkaLcGnKowuABEHxLoHDkusmHLJdgx",4096,0,2950, 786
"[53]BoKbcHwaekcffCbIbuGhqjGFbizqpABwoBuEgkfhsGczHzmomaLja",64,17,3233, 787
"[79]GHfoGrErnfDefBhJgtCbcudsEIgDJCeCpAKnwfeJiAFfdqlrvBBpwFbEevtscbeGoHfAyLcoKhqzfBn",1024,16,2997, 788
"[20]GbpengEzHvgpJyewLIoH",32,8,2983, 789
"[71]FFzskabwzEeEGtsoDhetgKodHydEbcnonFLhqEbBimfieqrHLGfqdzzengvvzJDCsgwiHsG",1.34218e+08,65537,2914, 79
"[89]EcykfeEGBHGELDEpuIGhbqCBGzaBInoCHicqBsxtJdDKrJIxaDlffkxoildFEedyeyfHdnlGmlspslaiEKaBdukEA",64,64,2919, 790
"[108]jfrymAEewwFbjBmEhhlDJquaBCBlkavdbwDChasJutglxgydIddGjHBfIbHvoHiLLooawfCGtLeGnpqEiICrttzsEnequGbxLqngyqhdjDfK",128,64,3002, 791
"[101]iavcLcngBGqHAIlajxaHAaqnvJmoraLFuewCksdkoHneeauzeBbpczBpplLHECnIGLvKcxcegEBGenizpiKIEEpghrrhFLlzcyKEz",64,16,2905, 792
"[60]dApoGHssLnovbLzhmoCzFpayIDLmkHDlKDFAgdpsDgExADhHctazdCpobIsH",256,65,3047, 793
"[84]LgktgxwFepwssEiahzGzDulJxxqypzgHupgjmEALoHIHyyqaoLAhiKLLlJKntAvLhcBnrnHyeecdgmpEfhfu",64,64,3060, 794
"[86]akGjBoFongdHbusEGjfzweLqcKjCEkjzjAzyriApdporHImfhavmxfqHKdmKbszIhJGCasHeIgoHwwFFLixkyb",64,17,2948, 795
"[98]HEyDvhccyiEAtjBwmCbeLEADsvnkiKtymecuBEsEDbxyLAtBakIsowicjzgkAFmvJjbikGKslHmcpBwtLGFoHzldqwrHHJegvE",2048,257,2716, 796
"[79]AlfaHpLpLeLgcczGfnIdEcqoltjmlauAjdbnbyyflnbnxEJwbiIDHaqKCLJwlJgGAcDvxBHEyfIrIto",32,5,972, 797
"[98]FmkyLAxEoJgnrvaquupdfCJGsAaBiwmkacCnCjpruoiBcEluAvtbJnaolboJbKbpsKkGasydKxFfEHLcyInBzwGhmmizllvHke",256,16,3035, 798
"[81]gimaoAabHEFDxtmfgqIqyxLhIEmdFzpFEHtoDBaKDDlaznoybIKHDkybgHwfyGGpyAnhAbkfouhcqjazz",32768,32769,3030, 799
"[53]vApIhevvckwolcFihFGLvnoHIawFHycEDvHguarFwkGByfggmCIqA",32,16,3012, 8
"[81]EiBdFuojckadFHgdykvcspxnlwLFjceicIHyoqobwKDpApHHDDmenGAHJGxuGfLucoCmxbDwsveioqtoC",4096,2048,2657, 80
"[43]AotmtdyxufnnHGbflpxLGGItEsoHDuzggGcomrmLBKd",32,5,2987, 800
"[78]LcmeoKocqEfvfzLhsAifmLBdEsHFFDgygqawDHGAJleaLJvneiABvlIhduweALFHlvzEpeHdvhGoge",64,64,3111, 801
"[72]mtxvHpvlGgytLgBcunIAFGyCAHpydjAbsjzigwEswIfhGuEmEftEheEgckCjFAhFbBinfadh",32,9,2945, 802
"[104]BlxilzcoBCfDdzsujcflswahAkHwFbLAoczEEGIFvrlGfGwoHzhEDqJxfBcKiiijrviFeHjvdnBnmhrbsvcrEfLeJcapcqmDnFcfnsmt",32,17,326, 803
"[81]idGvFAolDxFsdoiqvysacLabLxoHgxEoBDjxzgIjyfaxgasyElHDyvjCJCCJtHrLxlBJLaooutfEJzJII",64,32,2774, 804
"[99]ddftlrrbvgdardkLEoHyscqKcHraLpHeCzDefjLfDjioqzJKssuaeFCzinAbaDIGaHwlbuLezwLaorcIHDKAqICfamnEcckgaGz",64,17,2958, 805
"[74]DBchpzAcGdjskijoGFEjeaeckeHfwbaifjaDlyhdFcjzsEripKzmhywkmmksrFLcvrbzgncILc",32,9,2847, 806
"[60]dsBkccuHExtBduGbLIhoHLgAfEwuwumuGwoJckakrcvdKHyBzmCqbmeAjJeB",64,16,2963, 807
"[109]hxuHxIEavBGoLocHqpKpLAfKkkHeCvGguzjhtDiysFkdAbuBbJpIoozlvgzFcChjCoapnvlLnsltaozAHrDuieFqdsxEmDLduEpFqaDLHwiGn",64,64,2970, 808
"[69]adBweCjwAmJryoBfDlinuhLaynpJcDqtphEraisnEmeGEBHyEeyyjmLmaLndhnebIwpAo",32,17,2952, 809
"[63]LGllhoHibACEGjimwGhgduLouHrIcyHepLLoqorsLKhEDicHLEsvkHwjzbcjbny",512,32,2914, 81
"[61]zazjGLGoDAylmzxyHIBFapDGaLmBnxuFmgkbHtxnFrdkEunFzLoDBAEKyHBJA",2048,128,2955, 810
"[80]fDmFFzsxlmybBGrbdevcAocCxtFfibvyAAlGnKCfEcFjvgcHbtLIpqDFbjmxbvspasrAiGmpglnuHLsd",512,64,2852, 811
"[93]tGoDpxFbuoaGlaHdlbItHgEaLoqEzkyjsFgpblKFaHHEnjleiybgtcszpAmmGJumxhLJohyDlwGjbjojnBxJgrHrFtzfp",1024,65,954, 812
"[82]oCczcoHGzjyelIvfqdaxEcdokHnADpKtsnknzEDtdJyCJdnFcxCLeADrvCzxGdEmylvssGJHaFqmyfHldL",2048,257,3069, 813
"[84]xigcikfhbevhLuHzDIGgBIzrebHElgxBcwLimopKyGgoHlhsFqHGtwCbGgDlvgdHiCFKqGAwlpqdbopkekka",256,65,2909, 814
"[83]toBvklBwGnexDftxEgxBHAFiggIDlEGtrFyDmCiowdHkKJGmaDGqgoyonmtrgfacvGrAHLBxfzoroIHwwIL",32,33,2013, 815
"[70]ybBalafHnGtnupDcrIzxzgGasbHEgveDumkjxovjrlyeBBgwcdnArHqEnLLnBAoKBrlLtx",256,16,3194, 816
"[41]BcohocHBFGHBGgBEDGuwJGwFuCrrGigLdirerIxeu",32,16,2910, 817
"[55]vFsjubCdCbyfjHtuuxrlmeAILEHsdjfghyLoHgdGkqcldrKeyhcdleE",64,64,3071, 818
"[44]aoEayLxiByLuupJHLoDgAouzvfoFvEmzIuyrEmhpphbG",32,9,2869, 819
"[101]pyGLcAgocHbIEyHAbqKiHBqBiJzrhyaitdpsvjEdjDpqHHAoccLpIAKpoAbbptuoeqoKBefkJgGJBubpoEEqliqtbEIqsIjAgdKsf",64,64,3101, 82
"[60]wzaAbHLcocqzjrGFDdtIktyBGyFlulxblgqiedHscxuLypyFLKccildejfux",4096,64,2461, 820
"[104]HhgmtwzmzImlaHBjcEgyegolwuLjzsvhelmFzLasGodnxAphlnuwApsmvcsBvkdnzhGLEdtjcoHvDDiGjluJwgudHgJDmAxcwykKofrB",256,257,1705, 821
"[83]smjrLasBAiBejEFptupedJpengfHIgHcpIoDlHuhzrLqtcwfFbfBFLoCrdFDKguzmKrDwjoCHHrvbtwJGqe",8192,64,2554, 822
"[110]mHIjtdLhenEpIDwmrnEyheDLFoHoqsztLmkgKEkiAetHkLhGdJHvjdeGlipkCxmpKDlysiwiutKjpctCFrEDyioEHufCqscoBJlgGvFyKrLkpk",128,17,2897, 823
"[77]GwArbwnorxgdnduGiIsJuaAlukbdnkKAlaLgLBFoKugffBxtbbdtEungoHoDzywymlHpJLJoKiqkz",2.14748e+09,6.71089e+07,2378, 824
"[46]ylHwbaLGLoDxuyDhEnFiIytAibrcDnkxweKFhEdhljwkoi",1024,64,2857, 825
"[86]FlpCrDjginCceEkmxojocHHDblLcIGlCmCgeaIcHcljsBtqbpAyzGombmHkozLudilKGigIkpxwaFbEECgqldC",32,5,2947, 826
"[96]cABhExLvemrAKzDsIdrbwLzaEEgcaycnlFJcshroAEGniAbzxrjHawucxbkcBmlAxLviIrocHLcjAoKbrEGFcrrikLlFEeGb",64,8,602, 827
"[108]lzogHhuEsrAfmwpwbLALErGmDokAbtmJcApdKyGwLIyLieerzIoHEDxvlvAxgkdiwnpIowkbKLIqBwCHscazIGdkozweqBlqasxEyDdyrjlr",32,16,2953, 828
"[91]cpdefruHpEvbewdqiBeIhmtilvIfEdxbcdaEcuproxjLmFojnJyLqFuossFLvqamfILhhtuvlknBhlplkoevKtxKvLF",7.73713e+25,8.58993e+09,1437, 829
"[35]ikLogltBrxFGHFwLbEcBoIwECczdyELfdhp",32,8,2979, 83
"[53]okroJoyKtingJfoEHhvcgqfwKxHzakcvAxLgmfbaohfjpnLrIfhoH",131072,4096,3296, 830
"[84]HLvdqbeGFzuGuKlEBBjGBbCfdmsCnbxjvkjsraqmrIdCddwlKDLJspmsrpeitgBdrLkukJAtdntIoHlmDDcG",32,5,2909, 831
"[43]DuHhcyvyBuEemhzxdpoIwyFtiEopiHLigcdnKqmGuuG",64,32,2885, 832
"[83]fGLoHfzvcmCmdrmrptdvKBBmpodGApoEJHLLCxdKKwqbvyKlkztuzELqdDCczimfLoxtvEpcqGfomiIgLHz",32,4,2929, 833
"[105]nCHglLGnKqBtjmcsoxutnBoGsEAkDCblCGfvvpDsmtxxxzjxzzAtvspxviyGCfpGfuozekHbExIvokyBGmtElLxBfBsayjifaiaslhGCc",64,65,2800, 834
"[55]AbocHGxwnnhsvlyEBcGfsnEgzIDwgsjhLFfpbHHaDuiEHgKabbkHvLB",64,17,2991, 835
"[62]apLsHefpngljkmxkAmiflrAlflczutapgGyIoEHuiLoHDKDgzedoCEDmLiJigH",2048,256,3020, 836
"[53]LuvGylBqAAHkIoyHbBbELhBoKaCiaiEfisFhbblDcCstqwuqgwzwp",64,65,3127, 837
"[93]vAGagDEzDspaGilvpLynwEmklDkDbvuzqykkaDbKHLczGspaysLcuGocHEbgloaBsogvjnbiAFyefkjpboxmbIpxBsgzH",64,64,1384, 838
"[26]bBnyGixxHsrEcbfwDcheLcoIna",32,4,2943, 839
"[54]LLohopDpyjGwoKHEDJtBBoemlavrJjqhEFceByutnfELGrgafFIGoH",128,65,3164, 84
"[77]wcCoFiCqiLGJbgjKyLuJlALrolFvkxdHFwDDKdGjIgJwqmHnmDuxALczoKHwelxLGemizxIyGdHql",64,65,3020, 840
"[105]vjpoEiLuGwccDKkDeqgasvhojrBhowcbbaKcinIcquwfJpHcEenddorjAFHGecDcqtEbfhcckBiHpKkvaefLLcFzzxurpHncILdvsAvkt",32,8,384, 841
"[88]kFxcdGahiyxseEgHvDDJCmbHtaFczoFoIrwnxLckeoIEugmnDxHKxglDihrFofeJeEvcJgJBvhJiBslhrvJGkcFi",64,65,1623, 842
"[60]GdrkGGrFhckmsEGwvhbkiLxsLuHEDukyesGCsBlJifDJaqHpebDkhdnLIoHy",32,4,2963, 843
"[91]aFrGiioGokkEGDbLpGoDocqvKmBmLdEpdrDvdmFHlctEgDfaoxoFfcBGvJxdEgvbuzBAoEHjLwEfcmanhaIFvfcFmtH",2048,257,1524, 844
"[63]vefHFceIktLHlqBvtgbLhoHGqlmCuhBJcBoloGEGHbdIiyBlFtEyGItokJGHLLj",32,4,2960, 845
"[95]LALcocHGIHjqjopkqImhjcLoapxujHrHBjHEKFJvxiimItezdcJhqernqgIfkoxtcmDEunvFtrppEpixyxGksEppnoICwuD",32,9,2983, 846
"[49]jomkohgarmsBjoyfcontrtLuGAesELuoHzboosyzAIaHlAGuF",32,9,2871, 847
"[57]qxEGwwvieAnclrapGDzGHzaGBufILttGiemskLHLcvAaayoKHAoBsznLI",256,65,2998, 848
"[70]ejcHcgLkoIGqrJknifIyDdHeBCItHlEExynfKyypLjnnaoByDdyoBqbLbFBLgaEgDusulr",32,8,2996, 849
"[77]gzsjFHrjoctIvhAAetLvzGxomLoHAoqjKHtneudtyJnLoKmHoqfvisBnjlAfglgvGgeGafmGqegxe",8.38861e+06,2048,3078, 85
"[100]GvpzeyffnEHtcIHgqFbKCDwtBzFxKDvjFzxIsvoDoBiCerACnhEgjmesqvLsblBytexCBptrFHIhquhLnmmcyatvnrLrcLcezvoI",64,16,2838, 850
"[36]sHIFDFhfLoHzaGqfzzjnKjHqboHzoghipuIs",64,65,2962, 851
"[61]xbbtmpGlybvGEirLBoIHIofLuEiddryHgGyDKlkbnfnbqDjmdhHsJotLixkGk",32,8,2889, 852
"[37]xlomFpnedrHjhfgccsFhLIhyoHGaqfGHLEEKn",256,17,3135, 853
"[60]pzyiDIoqGgAhyafropBbwjFzEpetxrHGLhEpeqIoHjDwzuGfznLpDJisCjpr",32,5,2919, 854
"[76]lAxbwFfFrtLfwzyAhAwjGmtFaGbLxAameLknbsGgEEqAyuDbFpndGhkeLBFAzoKHndIhBcwwjfvH",64,65,3188, 855
"[69]vFzAxpxraoBgazzldoJEyFaofDGqDBItFkrvifaBbKaHeKLfvdbrwHmgigIFzHbptgLgp",2048,257,2973, 856
"[68]hFcgpmLlEvxemfzGxzgEoJlpyvKDheCndtjEqBDxgzpFrFckEuszlnfLHIGoBqbHafdF",64,64,2969, 857
"[77]GHLIdGoHqhAucsfjrdpqEnerkLpylrLpFuAeqkbrpmrHKFczswyLsCmEluihcefBkuoIiejjlGkdD",32,9,2932, 858
"[50]umoEcbdwFGpHmLHanaGujuInwGaoHLmqJqLguCGdbhmHvkwyLr",32,8,2954, 859
"[97]lauLBtcCJxKbGrDjtxJKuyrsbDdrphrILwLptseJGtIorqDbwGjdkCEHGcAJpGFgvFsrcocHhaxEBBkeFFdnousmacAFIGHga",32,9,1153, 86
"[81]gltuggrihaAdkBduLsvaoHIHnvnwFfoeFpJoCAyvFAGhcFDFfjGkEgiAzEnAcKafanmkkHEmxwwjCduki",131072,257,2992, 860
"[56]ieisgnalLepBvjiGzExBzahfEhlLByjzthAnrdocHIGvaHqfKoALxkeH",64,17,2973, 861
"[23]GEDcExoomzefvoHxEvfLEIH",32,4,3008, 862
"[86]eLpFzdlpeCczApDAlaEDeoqjImetwEeBcKylfFDFlouzfGmoAmcqHiqxloHhAbyGyzaoIzugdvLIHtLCecDEbx",1024,513,3150, 863
"[116]aAaGvcHCgEtFDDyglciHuEnjGlxBsgtCJAHkvLzkljmhLgDsfjpgrJoEstIfCDwivEcAapxvLyhfaCkCsyCDsoexaDCIhquCFgLdBcwDHuhHaGqaLcoK",32768,0,2930, 864
"[39]rivcGaygEzsHgFnDKqdtAHGglLmmxGBIlgopHua",64,65,2991, 865
"[63]GahafpsFkvcCtgAHkJBwybuyHziDuajmDhcygsiAgJsdzbFKFIAocHkgLzBxyIH",32,4,2902, 866
"[89]mpubtcqKkDhtjxvhbnuzmKLDIuFgqhhphvKCyBFCyKuLdkwtyiFBollqoDudwKBqkBrcFLctocHGEIgiusoqbyHve",64,16,2953, 867
"[75]ryEGoLoHFIDJHCBJEFgkxaDsjhGGvearBiFzbcCCezvcFEJKfpqAgsFCaeDzBDijDDiBjCszHFn",32,17,2899, 868
"[95]nDomjGblDqzLmtslgyHwaokLgxyIeFmBfEdacldCcmgpHeGBrmvgahsceHELoCatKBadHmxlkhdcHmfjnufJucJpechvibG",1024,64,1396, 869
"[102]byDyGiEdwatHfghiAtlLnIBLBFCekxywGtLJiGqHgLhyFfCuJrtEapgjuvrBEABkeqkjlwxyeyvsyFxcppsoFunIxgEIczCzcscEeK",32,9,2845, 87
"[67]bDaxLhobybdBjvAHnltAGdzlwEtIjABtzbAztwEpyHLoquKyreosgnCilnbHLBcoCAJ",1.04858e+06,8192,2686, 870
"[103]fiAgDvjtncALasAvsBnlyvphfnblsiezxnobGcmiGHpsGLchevbgcIgocHqDmByIJLvdwwbDEdiluvqpLDFFKmciwKKnjJJKhhdvLAe",32,5,446, 871
"[69]ypflblEGgpdBEeLoExuDztIAjEHdHpGKfHwifvkmLgoHDycarjAIDCpHGtdpynuniIHpE",128,64,3100, 872
"[94]yzvHkpFDvbjjvynILHGzkheoHtLGoHoCpggfLKcyyGmoeeKmpaGevgGqHjLqdbdzoLoCDAAdhmtdArgBBGnimfJGbyCcjL",2048,257,3061, 873
"[68]ydjiEahhGxEwaLrhEscHLsEDyyiHzIoaBFxvporczyqbFzlgLIobHDpGdxbgbwpHtviD",32,9,2943, 874
"[103]ccAFacwDcFpdcDscfccqccFxsHtrccccLcaugccDcoeeBzcoIccsKdcEeCcpFcvBhcnEctFbccDczEGcJcoAmocFjeplglwccrGEgcq",32,5,202, 875
"[67]GopfnitLoHntcGIChvqqEneBclzEnlvdpomcjgrdtElroHbHrzyzdfDjeygIADrcvbH",32,9,2924, 876
"[93]fiLgztulymFzdHlwawktzchodvrdGjvzeIkctHFlLEFpBuvoDnnAvlcKbuAmrdmHltBcLvztysdGboDJlcnCziAwyzfpd",1.34218e+08,33,802, 877
"[105]chGeEvewpCfBraCdugvEGgqDgchchitjyjftmjhbxdbctyHDCACuqgJgfxkisarllEngmvLIEDDCKcivHAeHfqJpKtknvaCweixioKgxc",32,5,2904, 878
"[34]gygrggyHsIsHmLoqGiIhAFnHEhonKFmrax",2048,16,2878, 879
"[97]raFGczAHppDAhtbvbGfdLzAnIxLLcsoJcbFzFhaCljDbFwfjwcGznhbaLFkbGngxytKtHhpzwuhDuBHdEsmagyBGsfLcrplny",32,9,510, 88
"[72]FjtasHIHlybvgrcFLFFDHoCimhrgKGcpHpLbsGwcbJFgAIhfqfxHCfemtbypnoKhgtvwyAfK",64,64,2946, 880
"[66]gujfzlfvxdcsHfyadgLcILGqHzCiuuyHwGzpnjzhCpthocmijxstctpkJFHigJmrLz",32,9,2973, 881
"[80]zluHpmLEIlnHoDKmenxEBqboetzDmKsvGDcnhnuonxyaofxcesEeHeuonLinxcptlkLGoqoyJmgofqvo",1.67772e+07,8193,2053, 882
