genome,merit,merit_given,gen, seed
"[96]zvkAspAGosiyAgHwaLuFLBvfDnILGBtJfyhnEpvEgjjGbDslGFudikylKBzahDikhFAywDCvvInsaHakufmfvbhuagkLcAKu",64,4,916, 258
"[92]LAbhibHcLxjBIksBGDdzseupnaoEAuiEzgGHcyJcoLwcCaGyIFapJjlBiCFFFtlxLcgGrqmfsoLgultwBEcKmqqEgFvE",64,65,1114, 259
"[86]zcrrjEzgoubcErjDFlhJvzvvlCzFmGLepErriboeHrzrIHqKloyKtnoqkcmnJwDrEbrLJbJcGrpjwGBgydHgLB",2048,256,2962, 26
"[96]qcdmmDllDJEnFalDwBLfcmdkzGirGAeLpnDnauEyzKtEtABodHALGpxdoyIxEazcGeCfgwvlHstGodoHLehjmneBjacigcoF",3.35544e+07,4097,2038, 260
"[92]gDFywGsuassHcbnGglhfncyugdbsFmparLnIjELcFerqfuykrAamtcnGkjewcCenbGwqbziHezdbvBaLhhECpnHcrKDy",64,64,2943, 261
"[90]EuiigLcaHwlfAjGitvBcGFpJtunozmmvzLxFnIiflkqAEtidLdarIgIiuyftoyKphKwvAslpcwzmrfDvcxcptdLxre",32,9,683, 262
"[59]glbDumLHIivnnuLoHGqurrwfzCtivhwIqjqDdGKKwsCenChoLFrmEugKjLi",32,4,2864, 263
"[75]FmrsolpbzHLcGILqzHCJknsccDikKdEadnLGBzyoycHalixAFIEwdjHFGaolcfjdugcIsJLfJgv",32,8,2934, 264
"[91]ghBzaLHLcdBatcCCKvAlGFovngybquItLwxcyngApmLDcmwxGGmolbwbjLHlalKagDIfLCsvcrcoIlAgjlxFxdGrknG",32,9,2827, 265
"[62]cHdksafrAFIwfyziacpIGBBLHdEzmxwtdaxLchcdiAocHGbGoIpBqogEoqEKmm",128,64,2464, 266
"[54]DJwlFearmtLiubHdzpHtIbcuiBBHacLswtpIeBoKHmmBsyIlsgcGqD",64,17,3138, 267
"[80]AscqHCuipdxiEJAyrdFjyDfIAvrCDkkLdJrppxvAseyluazEHkFAarcuHIBuHLKoxGqhJIveALqoieBB",64,64,2860, 268
"[71]BwbELoHAlIkemGofJdpmGEmHcLwrtvllzEGfhdDhcenomEilxscBfpgjkHnJpzpHizcFbwj",32,4,3006, 269
"[100]rHkBbgHrLEdcoquyJlcGnhBcLqcIgIbuLmvdqsqhyFeiCkvjlsqErLCjCqLdfFhykqazLqsIqAfJewqfCwJfrHHIrlzGtEFucqoJ",1024,33,2271, 27
"[28]azhmobknHrBoAejLBcnIGormEeLd",32,17,2972, 270
"[94]scqHohfKtEaJoltmKyoHbwpgtfLzgvGmFhzoHuLuapHvboqxLbKpslJJxcArczFHmgdfwpHAzDdGonLFgoqcjIFubBEaha",1.04858e+06,1025,1050, 271
"[91]sfezyyrdaoDbGAdlwczLCvnGmBGiyutbApELrKwhBCuoaEqbkbJncoHmexzAhfFIHnfqGKHqmujzpCrcGDeGIibpKkz",64,17,2951, 272
"[45]wLFrhygHGzEnDkoDvKHoaLmDjhqvcDwavcgLckIewcocH",64,64,3080, 273
"[89]GnlnyLopHhvakhHCgsphKlHsuwvxLCjFgDmqceublIveregIrwaJcbfuFbzpinvxFFyJwFzxGrfiemBLabkmALcFI",32,9,2899, 274
"[38]AsluAGLBqhocHloxEsloLIubBwpewfaCfnnHAo",32,32,3019, 275
"[33]GlbcnvLFoHsjiEymhztGovcGkoBpxoeIH",32,8,2966, 276
"[105]cefcggtAHubrBsuLBueIcGxocHzceCftauitxcCCpEqLhmkAvBEzcHrmDubHIeBlmLcJAvGcfmjiLcanIJuGjfHozLhkgkBDFfclqtGrg",32,16,665, 277
"[109]vgcElHoGcrtgLcmvymkCcaFIsnAjlmcHucocqKnHeExiaameBHwJEGkCejngcJvuCgLpLaKccGBaBzyipmvrctmlfebyrFekrGodbGBamBGkF",64,33,485, 278
"[82]bGrAnxAykglwwBxeGclAykHGswlLyLcAGItocHwiLlEDkBIuedLszoizvkdyFKlCovCkhAkDqIfFudJJcw",32,9,1441, 279
"[45]fhzyxicwEGjGjHEwwgDBipwxpiGryJIqiwgkLIoHxDsuK",32,5,2929, 28
"[47]vbjcoHfGLGxIhoHvcqEkDmftzrlfKfuEcokFJrlBektKFHz",128,128,3174, 280
"[109]waCEAbjcsGoucLAnjLlmqiCijGsuzoDlftoLLjnkbBgKnFJzrugJgxCLqBElsoxfxfdixCeiepBfcinhHamfLcIocHGCFLufyErghqccdjyol",32,5,2850, 281
"[62]jCEofvednFhfGLBocHIHdLFdqfKHCkEcgoGjagewkIkHEdLjkdDxDqIBxwGvlJ",64,17,3010, 282
"[72]lGoHytlgbrnFaHFBBLIzqauuDapjkKDiCbGcfsDIIIzEHDCClkuaBAjJLdjfEwLBcJeHgEwr",128,64,2975, 283
"[86]vvfCwqcivqokcsDxmJbysKipzJkyaEKKLDegwaegFBEvcieEBdGkqFvxcpHJvzJlepqqvbFrKmtEHfGrLnIiLc",32,32,2916, 284
"[77]wcyhfixLoHoDzxgocIiHefgwctesbLBFjbvGrvikIGgnpKizdHfoqevsaEGicFvxptBchkjLkEukr",32,32,2885, 285
"[64]veLoqvyAomoIbKHilzHuLlBBvlaeGqHhJmltbeAyuKJCftekLgjHfyndrIswhttH",1024,16,2987, 286
"[44]fwGjecrucdBgkhEHDEKfedzppGggosextemlrALBBaoI",32,9,2957, 287
"[81]HvaqeALehwhiDleIfrLezpgzoFplkBEDKvyxEqLmDFJBAzwpCcAgKAgDbJdAyHuAaGIFxsEHGyvcjwLno",32,9,2939, 288
"[107]HprfGGasAvcjCkDknujmqsoCHBrLBmeDCfiJCFdwqsEBoargnynBvagjEnnakpeboceKiqqkAnqjzpAqzorqyjsociqyjcrLwkwysbLkoIr",32,17,2926, 289
"[96]cnGcegcHzctgijwLgddjocutofehLLFcIBfcwcmCltBlciDbcbGldcqrcnkghtElHFeohbCDpuxCqBcjcAbxhGihgmsgmBca",32,5,295, 29
"[78]fvGwGDdbkanzopHzwgFknrfyyyxgrtootLokzbAHsLcrtnIhtLHyuvovbGoKnaqoBezAoyiyyoJBhC",2048,128,3408, 290
"[95]aAtBvzLkbmHtyIhizsGsuxnfBdnpfhHpwlzGBheLczFmflocCtrBnBFozBrKHfnLcHbfwusGBmqeJGEkHBHHjFlswHzfcbJ",16384,32,1348, 291
"[103]CAKBifBhLtvusEqqsbsbqcKyFolDBvkKwHenspjjCCobtmEaLorcJKnxlcevaAkEecyyybAfyblFtfdwdyeimHwtILrkftvmocHBLBG",32,32,2888, 292
"[92]fcHuwEuvLiIzuALdwccznCzgzhJsFpawptJpCmxGFpnctctFsBKdceruJufuccHcGwjwBsloKhvfGsCbyEshmLtcleAG",4096,17,555, 293
"[83]wrkfywmwcqhlvAglihDzIifghJFCgkDCdnsDBeqddqcynvhyytmHzjGoyzEbIhqiHcGaAtllLvEmmmBoKyc",64,64,3028, 294
"[75]iBlbmunhAsytLFiedmHGbvyfuxzhlwckoJzsFELxIoHDalgEjFblfiyFiganutHsFvErHHzCgwq",32,8,2910, 295
"[83]pefjDnfchlbvuFAwzdtEHjnDyEqJdjqehCAAsgGvlthxmIxoKGgblAdALjelgaHbdLcCxfwBnfpwtrrEpdB",8192,0,1710, 296
"[88]puAfgHFFDozGesDDoGreBzpDjmLcyeedifiIajxnxuLGfqHhqgrohusFlKFyxHhsdDmLIpAlolvllqoenxCyLrcK",32,9,1860, 297
"[32]GLoHnIGHqrLJAwrcxuEdsGsLoodKbcxC",32,4,2949, 298
"[51]jBcstsLGHmAxuaBhEslyDIiIdhGkkwvrkcayAscgzBajGLjclnI",32,4,2960, 299
"[54]wLurnjejGgtrHntimAdEekIbEBnHoadElwdcoKtczLBvGvhdoInrfa",64,17,3066, 3
"[83]hfcEdwcCsJrJekEneKsvtapLqghorGgtvJGuIdeHprrcejnyBfLckhocHEmfzGDkdHyGJnwrrGjhzAfmAEn",32,5,2794, 30
"[95]smjehrFjHcnajpDyLgahGmxdIoHFarLqfEHKmoGCyjjBJrGEHthfrchsyizJwvitHLIHoDpLFwJGBxecgvEgxLtkxcGszsv",8192,128,2991, 300
"[42]ooiLGGoHIDbaHLqruceorwlulIaEzveFLyHJcpsolc",32,4,3015, 301
"[66]voBkffnBrLndCKDGlcEoHFLmIHoCwKEolHkJnHHcezIadlGhyDJayfmJdaiGCypJux",256,2,3100, 302
"[57]fELGzqmipjEtxfvvDKDtGkapdndvwreAbmeymjHoEELIsFHxfinycyofu",64,65,3112, 303
"[28]hgyFmfmhELoHapvIFvHGDhDACmnr",32,9,2955, 304
"[70]hALuEGFzzwlwcqJArnbfyuHFnKekHHfCjIHlEAijwsjrhuLcHGzLnIGCydbdnphEvdkqCF",32,8,2846, 305
"[86]tBLdtxrGeoKaHoiwGgcqyrEinpwDnaJviplmiFsCtIigrypEuIDAhwFFznaLIqmwfeuLGyzGFczeHwlzBvjxLA",64,65,1273, 306
"[84]jtfHoLbjyIutHAGJbLrhoJJsJfIElcowiGLroIqtepErohdKGhhgvoiCxszjlgLfpBAeHIHFftIrLtdLdDHc",256,33,3108, 307
"[71]dbLoHjbdGIHDIqjxxdvkyyGBBaBtIEdJalDsshkzxFopzJkEixBpwtDajenLdxzEmmrtyDI",32,32,2902, 308
"[81]lLklgGvunmFciHwcEDtnFDessivxgqJjvwELIdoHrDqbvLboLCGypdxExbwIqFLehKLvmoDyCggojotsi",32,9,2920, 309
"[97]zdgiuzBAGiEiuoognlkBjpyAvgdawhdHwsAywwGEaLoHLcFLacoKCdeLdEALtniDwvfzzCDgvljynhEepAEgnvxqirqitBnbr",2048,64,1161, 31
"[50]oAfyGGhEhLcBcHvBeLGdnIFCusAqzuwndlehozcLcbfyrgkHwg",32,4,2776, 310
"[43]HwfjywFlEwcqflKhLGnHcsnGungsvjoEsgaLcdncILd",64,65,3084, 311
"[77]xkxgdsvAamfHgIHwLGedadcFoqkFwcwvbLIohDHDcinswwEHpFkdzEKvevEjGirxGgboocckknfAe",256,65,2989, 312
"[103]tGnDcmmFFxigBhEfDdanEHrtFnKxtgjFAloCncpnsmzodzadEbbBFLxCbJoDkutfutwbrArCmsueiDAcFFgxEbwBuIGofdAaEcytgxp",16384,513,3021, 313
"[96]GsxsEuacpwehawolBGGaGtvelqDemgiKrBmglAbaBBcEjxbptmHgIHaLCefjuKAnIkyEynaDJrmBBikummuCHbGodyyGyEBA",64,65,3059, 314
"[132]wscbtcfxBsrFHeeipqtwdAIurwomHosLcoKGqHCAmvfKCKCjnazIKdroiAaIgiJIAcnfCIEBcHLdAagyFcyocFnDxdhnwDwkyLAGIdKyKptcdlADpnIKgEuKeshiiGluvkpF",64,64,3071, 315
"[65]LGBoKflHBjktjGmrqArivLnfarIbxDivtDbzAfAsofcLcjhHnEdedLmrjGimlbuik",64,65,3014, 316
"[70]zvLovagcuDbkBbHcoEIlEoHzDCeDuEjDsqdbHulbypdcxAtboKoLoJFndeyBloBDlebkGe",256,129,3061, 317
"[30]bLlLFmcmtBoKHeoEimuynLyopIHGqy",64,64,3034, 318
"[77]AfywGDoeLbkGcGgdaGfLoHIbHCKrJIgJaFzhFqHtpyuaILtzKpKnllrpaCyfBrsqpvKacuBtLjbaG",32,17,2987, 319
"[102]dskDyxiExaGLAogGmcLAncyoDkucvAglwLEuFcGHIDCiwulhGqjenizjjiEkzeshdnKrthvIlBFFLkccnBuizffGjoBmqnbBHLnKqG",64,33,2915, 32
"[101]tkhHvbICFnFkbccebCIqErHeboKHGxxlDlJiyuHIhkgLJCAtdLkrmcbIFvaoaFHkIvjvageAfnjstHgHndDABjboHGLqILxHHJjGy",32,8,2906, 320
"[65]wokctgbhAhficzFijtvhtoskHGLnwfCoKJsnfgcfyLGxIxcnDayCHyvKzbinicDjd",256,256,2797, 321
"[44]gwvnerGmlmnhxwltGLLoHgopqfdfzaponseyngtIrbaH",32,33,3043, 322
"[79]AEecihBlnxyGELpItGFneomxxwidnGELoHDvusKlFDBeptGdDvtGAljLzvbJEkuFGGjclfFDqeFqytt",256,257,2922, 323
"[90]koLaHovbDGsojmpmAjvvGyDvuzkLtoBznIsFDCxHoCkeFDgDKKAlyGDpgAHofcdDkvvxCfdusHewyhyswrFfGrAtcJ",256,8,1130, 324
"[97]GaouibgvdCxmcymgsFImhFldgnnkcLceflwBBlvvIhcpeHtljbrgDFAeeFfJbHkEGwaHjhbxbwbtmgkfGHdLgoCmgBjrbxhEI",32,33,2911, 325
"[79]HItpEuiuyksileiLGoHCIedsHrJGjDDylbdsoEbsEEylGngeKEuuoAGplAqrsuamayGIIpakezyoAbe",32,32,2894, 326
"[83]lknadGxgrHGFLnIyoBCGKLaBFyDatvDjsqJustLCHKrJsxkvIfyveofBduvlzoqpxhJoJyGxjgcwEFEhLEE",32,8,2895, 327
"[101]kmHmokvApecbCpDhkpzLcaoEFocCBexweqcItAyDqjjkhrpBceKLpkrEhifpropmeshyLymivEbFqFgwjAiueaAuEkjxnIBzuJJab",4.5036e+15,1.07374e+09,1196, 328
"[82]dczLgLDfBybsBvsmroGgHkBfGocfHLBICnuByuJvviEcvcxxvsiywKGgKGwuxfGGBdKCCFaLIsafhIDJwl",32,8,2036, 329
"[44]hhrvEHkmGmvlganfpkcjijokLLIxsnaberoHxnekrvoK",64,17,3127, 33
"[95]boaulvfzuhBwspjFrixhlnuAHGbLzElEEDKfqpryFHBparhhgucCiucwsCfgknpHazIobeHDCwIfDKrGvyvmaamwbfnLupD",32,5,1072, 330
"[86]ckLoHbDCbmlgituAlDpmDhpGxlyzdLlbFwLmIEAuHslrGkvdgDHtxmKibzCCLdrLBxfqHLjnusBubIIAnrwhJu",32,8,2876, 331
"[66]cffvgvGEkwhxwbxGwAxLBgaHgnaELDKqAcrvnwraDCDiilnGntziAztCrwLImmoHmB",64,16,2945, 332
"[72]snxloKcdyGxAmzlezxvcBqLnhsgvEFnDejguJyhLJqdJoHBFdcvCrBDwoqvjaHdIHeLfLAxB",128,64,2921, 333
"[104]xoEusLcoKHpciBksiemzGAAdfqpcGqiuwkshjjFlpxphoiBroILFHEDeJIibjneohzeznCevfKCDssJLiqyuEGADEjBxcFLpGjuFJhHh",64,33,681, 334
"[71]yaoaGgrExzucqrEngaiKHbCwxGftfzgAurecKGGLAceaIuDIixKAmrcBwLhpAfAoHiGrIqH",128,64,3031, 335
"[80]tagFyEmdzLuosbmsduEAEzaFzHuetehncLcIcLpKHnCEDpJnKiFplxuplbKnretoKoaHlBJeGbzbLCat",2048,128,3054, 336
"[79]fHLhGrlIxrxcpeapEHjnsxmrhJixKLvcoCuxutfGxDAjpEmrtchynpHetBjsKphumkysGcEdrwFmpvv",512,64,3001, 337
"[38]LFGBHIgGvwhEhkLsHuELcoKHEGgGqjrhBEElEK",4096,0,3011, 338
"[99]ebdnwpwjtAftwHzeLtzLABbyGLnAEzlancELDBHHLAGgEbeFebafldhBlfssavwevihLzkdIoHlDxefjuftygeehaiBexuspsJs",32,5,2921, 339
"[77]rpFwgLGoHIHqHgHsIAHnJnhgDCbcBIoprjzwsjsdJtonCADFEtvcKdonCatpHDgbCECpsvwAyvvff",32,17,2991, 34
"[80]HxmbhveqKwnFtfoHuHEzLrDsoEvgAJkokuoadFtnJlziyBeoKgfoCyHGqevBtLiaibclcFLIBocHEjgl",2.09715e+06,8193,2380, 340
"[73]xzphvazrplkBehHILFtaavApJBuxGLqHCjpneBFznEvKAvyeJxAGjekezdxEGCqhEEhyvsCbI",32,5,2980, 341
"[77]yvxiwcHCexuseqrAqhIBoAzJksyaGrtElwkKlGHrtfwpvarHjCFkhfizyCqvBEKwvkklLcIocHodG",32,5,2922, 342
"[69]vxHgzedzLcGdphdicoIEqHKECrwpeinezIAoLhnGjfwgGAapjDDzrlkaJDzhtkkrlzfha",64,64,1439, 343
"[48]pLvaEqwDkymtHlusKltnmgaEoHfusjuLrowGhwcByIocHEhz",256,65,3103, 344
"[76]GfLcoKHpxfsEIymwiGeAxfElwGqmmmafkEudDyEzLzDanrpGhriCntaBnaspwFuviknHJytkmLnH",64,16,3080, 345
"[62]wHzivekhiekkfqdpEdzFrrGrwLGAlKjGnAAvHeGxjihGermnLcGusIyocHxGoG",64,17,3091, 346
"[32]aLgxtnKrfiraeHzLAIxDwcGBagqblnlH",64,16,3065, 347
"[47]mAzrxugFHpIvjpummhbLIGhsEoHoDyinDFsoFbdHmKxEbLE",256,65,3080, 348
"[29]kExbFAeGgFLnKmEHuynaLIgLaxoHz",64,16,3050, 349
"[63]usnlzzFFEtFEgzLBoKHgaosadLfIGHBGmofHqJctdpdFzzyqzundiBnafefJxzi",512,257,3018, 35
"[94]mHGLnILckqvHFJzixpjveuClfyaHflymlrpJkFApmDjxkJHGpziamcsblGGqqsyzbtHxmAHDolbBvICimlDihbqCwoyjAi",32,4,2919, 350
"[62]fdknrybAmBFAwHigFBkGzxFFmLEtLDJebrDfhLbhwIranyfilzakGClmInsoHf",32,9,2939, 351
"[99]aLcLllAowcnxfFgawcocHyiccgzscEoGAqiKEyyccjcoDbckcnzcwmyhHvdrwmAyDcFrcswGEaIGyesnfchadHecGkuomkwlcpk",64,65,395, 352
"[63]gumhweeHstEirsgIifLuzrGLBoKhloHChpzHIHrwvwjaAwvFpbyjDDomsDbutwK",64,33,3011, 353
"[66]HdGdiwjgmapCIdfmatLGoHemiChJdpozCvtLBbnxuBDHvpGdyGtbaDcopdJrddCgnq",32,9,2966, 354
"[87]galecpvEFLbgFoHGIHqFiAqcdgfkutpjAmvKhkcDeGrttbHFawCdvAsyanaGKHpfrqzDBILtbKmcBEiicoehiHz",32,16,2899, 355
"[66]HgavrGtcEveqzJbnsBDwguuaezxjrhJDueDhatkyxdKmnkJGLpBaJosmegLcplIocH",64,65,3028, 356
"[70]djbormpfiktuobctBvfBExAHjLcncIjLdGzCGewvLKCJzuFuiLuIkBhkbEbslwLrKpJBeB",32,4,2246, 357
"[104]GzvzHfgxoHEnyljxBdozoFELmLDhzoiAbcDovljqnBambprdEwAIsuolDFEJrsywzelJisGHEzKfwAldydipdsGvHLBoEHJzfjbiGHam",32,8,1011, 358
"[32]sneLfHlibrGdujGiAodIijeGLmBgoKad",64,17,2999, 359
"[88]bgeExvaznGLhiqbiDBggCDaiJnEeuGfnHAEiLEoDnfgfKykmmFHyjcvxyovuDgLhniHsmoxlDCcIcsHgvynfLdEj",262144,4096,1110, 36
"[59]nHkgadvpyyrlcGinfEjDLDkxHCdgDyLsynLgbtwLIoHDJupxGetnyjKiByt",64,65,3107, 360
"[97]DkBvnhpEqvwvqyfiBnrcEpjxdhHGanLkjwpojjttxowwGEyIaBllxnnHyzELFbKEJheoqfhosKhoqpDayvuyHmGjafgLJpIwg",2048,256,3011, 361
"[84]BevHsjGoyLiaIgjmpAsGyAHEuwLoHGDnwcadljjivEzugxfHeiseqahLoCjrLpnitCbetBKfzagmwvwrxLac",131072,16,2989, 362
"[103]mAeHrpnifklhrAgfEcLgwoHrxGbBeLiJhFzvukgcwxbAfpzazdvFlloDmKgoydoIcpJypbAbDcBcpCDqAyvnGrepdJfezbgnjIlzFmA",1024,257,2886, 363
"[79]rEwLcoKHvbCuzKvlkCiEHDJEHpsGJglxgjmpFFnlfIfvabJGHwmGaFhBEhharvequcAkoutabtxGIHu",256,32,2842, 364
"[70]tAmgdtHzFybizjpvIpEiJfypfvGLjnecvKHEBxmsvjwudiyjmcKmquAdnckrLhwfqvEFxE",64,65,2861, 365
"[68]ptucHtbIhxgdepAHzGLBGopfCKjxHycnGxklmiHyBftfrsGmmhgGjqoHsJbleiGckicl",256,32,3063, 366
"[58]sHLLIxmmzBwGabEzLoDLGBzgfKHvDsosmecAFDyrfzlkfibkvGmkLoHCxv",1024,65,2932, 367
"[64]mHGvbqnGknEKuCjgkhnLHDADdczntpChzooeAlwiKvGiFzwibAwBvbeuyLIoHyDh",32,8,2878, 368
"[29]tdonlvupppjkFbaHaLGtkBGjnIjxF",32,8,2933, 369
"[73]utjorokBnEHDnLvJjvLEnwcqkufEunnArLwElzKctxghaAGDIykxiCIFLcicvGrgmFaoIaEdv",256,256,2565, 37
"[93]qLLwljvAGslLvoHDAioqjfImHFoCvlKHseotvBtGLGhqaHfJEFlHLoFDpbCfqdAizkzksEqqnorAvDKmokBwgimsnFEyg",256,16,3037, 370
"[31]xvvELgLBoKHlotGIHlqpaBpukIJgHnj",64,33,3071, 371
"[87]AgeHkpsluGrpwnpKfteLxhsfGoutjamzfweFnIeysFimcGtcloFjCEuwmGBGHngAvCtALHlLzblDnhDnDhAurct",32,5,930, 372
"[53]plsAHodwLnlzhoDrLAAIDgixxrkjdhlmiLrrxmbkccEHhgomLoCKt",256,16,2906, 373
"[58]svprvgoHCeaomoEgsHeAEdxtEDGfcdfmfxErteiFwrjgFlamlGzgEixLIo",32,5,2889, 374
"[90]zkHGLIAoHqbhxprlxcBoovduxvhlclwxlHIaDtpJptjBftraCzCeLJnLKEezfJLrFBJcCDbmjFKHzJdAwflLplAFGu",32,5,2898, 375
"[29]AGdLoHbApdBznbpqytprAkyIpttHc",32,8,2957, 376
"[92]wGlBbecHcGFIAGyswbACjdntKtDhrFFcozgIpdmxEzrqzGsxFhuzozsevlrnyuhBptzwIlEtpFdKmgIBcfbddHLctoKF",128,16,2083, 377
"[88]xfHImEefpdtBAdpmypFHgLcFzowfqjvyonlbczHrfnEKBHkHxGeBqcxaEGJHgmyukzjydouyxAHefDILDqKHrbgn",1024,32,2944, 378
"[76]cKtJfApmELyrsoHDvfrqqqgemvkIyLFkvLEfAaylzrmFHqEGoKjGjGALiFnHJLqclHkIjbwCLsox",2048,129,2239, 379
"[48]gwAEvjHcuIHmFLFLekdrFBuGsxArxdmqwfdFAtBblvnELopK",64,65,3155, 38
"[30]laHFAEeaLoLLGAIypemwxpGtoHygag",32,33,2991, 380
"[57]xojurdGnupHLGFopKfBcylHsjilpeondGehLIrbpmazoHFHcfdDDBemgw",16384,64,3103, 381
"[57]ybfHmErEFIBztmAGoHEALgaqfagetuAwwoExKDgjxvpsxpbwakiKtJfut",64,65,3093, 382
"[64]DHGLcdfoKHtpirwAntBxmgGDnEIxcBGHCvAvFdECAxKbhxgnBqknqpuxqwrsKJvA",2048,32,2366, 383
"[32]ukDCfhbnkFbrGueftEmHcGsirfsnLIoH",32,5,2866, 384
"[44]abnbmxkbGDgGHLIoHLCKpqanKtHxtFFhxlqvAKmchFLw",32,9,2971, 385
"[97]iwypCosfoxLcLHAIiDfenJGDzcioauxertErcpHaoacheKpdIllbHggcxttGGFFgdxmpkGhkGLGroetcykcLczbqsxddsvFbj",64,33,848, 386
"[85]gvdCuHBpImqGqFcgHfKfaGmblfdEyqeqJgLfBCaHqgBrleeeHarkdnlIrnhCdtGHwFfLBIgzfoqHujtxrxweb",64,64,2360, 387
"[59]wEixlHysFeEgtzADHBDBryjFCtpxiFEqKDuDryHpygnhgggdiGLcIlocHpe",64,65,3111, 388
"[87]bddEGiGLlvepeyizebnlkigLkfEDvEHnzAtDEiiiHmezxfzbFcqIijmnriHIBxztBBntHBcBdeLcoyoIozzmkhc",32,9,1252, 389
"[92]gELqAtHEwflrhLdscltBfkhDhhzvcoeEhDyuiFlkDDGzDBwrdxuKKotnioDGFxofxEgIHDKGrbjKcukxttycJHgkBmgG",256,64,940, 39
"[78]aGHDyDuiLGIbmtjLGBocHCIsCxwGxHmClFejwHmBrLfKtgtvyenfhhsDgDHmnAClLjiHdAzcpcvApr",32,17,2969, 390
"[80]kbDqoKfHrADldbitCbgweusEIuHvovzLcAyoKHBroqoIufjtoFeoKHbbyErLJdCLFefGLgyoBHdpawJG",131072,256,3099, 391
"[95]FwfAhLBqnanwohpDvmyFKgwwsnEHJgGguuamagGLupkGsoBmewFCqtjzsfHbijGFercIvugByAbfHjLzGzoqaBjkzLFsfGi",8.38861e+06,128,2142, 392
"[96]FmEHGkarLIoHqtIfhGvzdzLneLkvegaJbhpDsjbktvgeGqcovzJmdryEsrIajDCsyoFvIpKzEDFJllgoBwnJgGKFBmpqjJev",32,8,2950, 393
"[69]mpypbbwrexyjwgezltlwuEHfnecDKaLDLzxgoEyviBchBqBqGLIfoHDFfbliAdlGeeiEq",64,16,3000, 394
"[26]aeLruGiHBaLcoIrEDExqGxsmcz",32,4,2953, 395
"[79]rgoHLLGDKuvcmDmmiwecxuwcdtFxsAcLoHzIHoCotcKmugBcjvrHjlIHcELJoDEuFdBbbHnvEEjjAFs",256,257,3006, 396
"[53]kzocGlvoHlgsAGjHgactlmjabELwIDoEpoyCHxCIaGEuisxLfgcHq",32,4,3003, 397
"[48]rEzjoaKeGwDAGuBfLndguhfhHmrrnaLcekpyynIreecmBrtL",64,64,3229, 398
"[88]ieAaoHAlbuDLGEbixuoIiLIzalrbFwwriArjEgimljkimysAgAtdLoDjcKzmDDqmmfbFdfpIaAwGqjoidBGBICge",1024,257,2193, 399
"[90]akuwcqIdHGJGkhoulkGwJnpkAHqhfmidrxAmLCIiKJblskowlsaJexIefDxchxgnHaLcrFdcynIsLzutzkuwdBlGva",32,8,1294, 4
"[44]FwodFzmbvDdisEoDEdHpFKwAFEvjpyGoLHLFIoHqCbIp",64,17,3002, 40
"[44]epEAumtEkiGdLoHIfyHqnjzoyLHHttoKkiqhLmAxlDyf",32,8,3058, 400
"[100]kdLboGxucnHLECDvImorpsKjCdzbuElcDDrFwLplugfmbAbuFIruKjqJfqmAsdrLGaJquyzrcIDewhkzmkmLfvxCxwoHuEjyrtfn",32,4,2903, 401
"[57]lELDGnKAHyrEjrEDtbeFrebFrydgnjBapIchnecIoifzFEGgnFqFGaHxm",64,16,3136, 402
"[45]ewrsbHLloqFsturvEaEDugbFGyjolEbyssrvIjvIEFGFw",32,4,2977, 403
"[73]yvFgvbFcuHIvHxfeLhsirEDmGlgeFynlutlkgcGzwGiErbfciomttdrheyizeGLcocHqteFKr",64,17,3101, 404
"[100]uhbcGEjpfLysxAmldtpFhgerHIdHrdLoqhwAhvpifzfmjzvsinbfrKhfrHDHEcvsLaLoHuBEcaGqdnHgaAJenduunvbbfGyeubzt",1024,64,2978, 405
"[93]eAGytowckHrEEhncdkfBCcsdLcgrtgrmncILdEdnHLcFCAbabHGcEoHEiqGLmsylCsBIeouGooEJJkFaaeFEkzGEKtpje",131072,16,850, 406
"[89]GsezlcnyocHBbtlwjBntznmyjvfHqhhglfzJmlfBJsvozkeohEmAxnejJdaLufoDwpcgLicldmaDmnkufflvLcFbI",256,257,3114, 407
"[73]HFvvdLLqqyqfzmFnJtiofLlChxkmbIeBcuiCDqAxpBCLvDmigapeBdqgbinyzkxyuadIGoHAw",32,9,2874, 408
"[71]udprnwiGltLzwnpuahumLEoHpbrFazEFFDzJlkpcakGHgogrLdJgtcjeycpDFiixtIhHzCd",32,17,2875, 409
"[107]cLbapqrfyuohnhFhzpdEucsiAHIviHvdyLcaocCrKrspHwJEtumlfssKiyBHgHoHvlngvpnxnppBrGBvJfvcmCbezglacGGhFpFcAnADItA",16384,128,1787, 41
"[34]fnFochlLLtbGczxLngshHsgGcwLcgAyynI",32,32,2946, 410
"[97]HDxkvfCLIengsiictihpgFureaxkGshuwzEoikAHLdBvuhsgfrxohdxtsDiipzLmJvnBmJyjJjFClLIcxFigGbeIJGfiLnILc",32,33,2984, 411
"[92]goHlvaEEHoCgfjKaJKHLoHwefEGrAJGFHgAwIkeKgudqlHLgoHgxDpbqwIHsIADfIisaFcnDcLeflnclLIDjCrFErylo",128,64,2916, 412
"[96]cjGbvclaHLrIoHnoqsLArttnpJHszKfgLHbugHEdLLpmJHpjbhHyfJaoIzorakkJGKHHprviHgtEGlcJqHLohCcikvjduelG",2048,32,3027, 413
"[68]LofrycjGsHjIygcuaBHloEFwDqqhAFAuErhmKvfcxDrbtazxixoxivmwmplrteLoHIen",64,16,3043, 414
