genome,merit,merit_given,gen, seed
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCHbyveBeaCabyafwaenmaCKHCabyaeJH",0.01,0,2, 49
"[94]GjfffLdwafndfEfCawwxgwafndbCHCabtrewafnfaCKoGHBdjjuwaendCrsHCDIbLaeBeaCabwafwaendaCKHCabvnaeJH",1.58456e+29,3.16913e+29,230, 5
"[106]jfffLdwafndCFgqKdGEKcvkBryieLhsewafndbCHCabzJxbkpcwafnfCBdznrIIdpvhmHueFLBeadqsqEwqpafEwendaqKHCabaenebJeH",3.40282e+38,4.25353e+37,2071, 50
"[92]GjfffLdwafGdfCICIiyvfwafndbCHCabyifwafnfaCKHBdeLdwaendfCIJJkCabyaeBeaCabyafwaendaCKHCabyaeJH",4.29497e+09,1.26765e+30,47, 51
"[104]GjfffLdwaChgmyhvhwafndbCHCebHxGLwafnfaCwKHnBdweCwjbvahxAszlioCkfAwJDEurLGnALBeatHFnafwaendaCKHCabHrEaeJH",2.59615e+33,1.03846e+34,1693, 52
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCmHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 53
"[103]jfffLdwandCeukGKwcvchdHwafndbCHCabdlhgwwafnfCIzIBadzHsscxagddqCqhCFmwkfdwtzdGHtLBBuafwendaCKHCabtIxBeJH",3.40282e+38,4.25353e+37,1975, 54
"[101]FetLdwafCtchCstyGctIJAygDsLhuuawafndbCHCabwwwafofCjIFBdzDExdmLCbDenmBeaCwsIBFjvafvaendaCKdGHCabJDaeJH",8.50706e+37,2.12676e+37,2890, 55
"[86]EfffLdwandfCGktwCrFpwafndbCHCebcCIwafnfCIIBdHFiaeqJtAopmHwGJfCEBEzfcppafywandCFKcKvaJH",1.70141e+38,1.70141e+38,2199, 56
"[92]GjffILdwafndfCICabyafwafndbCHCabyafwafnfaCxHBdeLdwaendfCIJJHCabyaeBeaCabyaffaendaCKHCabyaeJH",0.01,0,2, 57
"[86]GdndLdwaCtxdBwafndbCHCebhwafofCKBdpmDDweKDbCDBFEuLftHGtrLKJBeaDfnafFendaCKHCabxxnmjmJH",5.31691e+36,1.32923e+36,3141, 58
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaChHCabyaeJH",256,3.86856e+25,2, 59
"[85]jfffLdwandClGxxphiCuywafndbCHCacJwafnfqIIcBdhFuHudyozmFdbBexKBLiafwendaCKHCacloBJqeJH",1.70141e+38,1.70141e+38,2077, 6
"[93]GjfffLdwafndfCwCEjAhqwafndbCHCaboaJwafnfaCKHBdyLdwarndfCwFGJcugbiaeBeaCabxafwaendaCKHCabjaeJH",2.02824e+31,2.02824e+31,136, 60
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendICIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 61
"[92]GjfffLdwafndfCICabyafaafndbCHCabyafwafnfaCKHBdoLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",2,4.8357e+24,1, 62
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,1,0, 63
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeHeaCabyafwaendaCKHCabyaeJH",2.8823e+17,3.86856e+25,1, 64
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCpbyafwaendaCKHCabyaeJH",4,4.8357e+24,1, 65
"[95]EbfDuLdwandCsGjEFCJvJfBcwandbCFHqlBmzsoJHexwafnfCKzJBdwGIIGcbAHzpkeotBeaCacoafowbndaqKHfCabcFJH",1.70141e+38,4.25353e+37,2057, 66
"[92]GjfffLdwafndJCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 67
"[92]GjfffLdwafndfCICabyafwafndbCHfabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",8,3.86856e+25,1, 68
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaejdaCKHCabyaeJH",128,4.8357e+24,1, 69
"[89]iffLdwafndCJiAGxKywluDCBHfewafndbCHCabfwafnpCIBdLcICcHgAeAeBeaFLCskEafwaendaCKHCebkquaeJH",1.70141e+38,1.70141e+38,1999, 7
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwawnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",32,4.8357e+24,1, 70
"[92]GjfffLdwafndfCICabyafwafndbGHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 71
"[91]GjfffLdwafndfCICabyafwafndbCHCtbyafwafnfaCKHBdeLdkaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaJH",0.01,0,2, 72
"[103]GtdeLdwaCkIldGsILAeDyDuwdfLwandbCHCebwvAhlwafofCDfBdLdweaDbCHLKxeGhvikFgijaIsrmtybBeasnafwendaqKHCafeJH",2.12676e+37,1.32923e+36,3221, 73
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfJCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHxabyaeJH",0.01,0,2, 74
"[92]GjfffLdwafncfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwxendaCKHCabyaeJH",6.87195e+10,3.86856e+25,1, 75
"[98]GjfffLdwaCiJnkeJfqwwuKqAIlvJCgwandbCFHqztmwanfCKxHBdwpkDeoqlBBcHLnvyDyitIutBeLHiafwendaqKHFqiGceJH",3.32307e+35,6.64614e+35,3376, 76
"[91]GjfffLdwafndfCICabyafwafndbCHCabyffwafnfaCKHBdeLdwendfCIJJHCabyaeBeaCabvafwaendaCKHCabyaeJD",8,1.93428e+25,16, 77
"[92]GjfffLFvafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 78
"[92]GjfffLdwafndfCICabeafwafndbCHCabyafwafnfaCKHBdeLdwaendDCIJJHCabyaeBeaCabyafwaendaCKHCabyaeEH",0.01,0,2, 79
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaengaCKHCabyaeJH",0.01,0,2, 8
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendmCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 80
"[92]GGfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 81
"[91]GjfffLdwafndfCICabyafwafndbCHabyafwafnfaCKABdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCaxyaeJH",0.01,0,2, 82
"[100]EffdLdwandfCDfIGutyuhwafndbCHCecLqwafnfCIIFBdyweECitAsrwhrkICjpqycFvEIkaBeaAaaKoafhwendaCKHrCacpAeJH",3.40282e+38,4.25353e+37,2000, 83
"[93]GjfffLdwafndfCICaboafwafndbCHCabyafwafnfaCKHBdeLywaendyfCIJxHCabyaeBeaCabyafwaendaCKHCabyaeJH",2,4.8357e+24,8, 84
"[93]GjfffLdwafndfCICabyafwafndbCHCabyaftwafnfaCKHBIeLIwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 85
"[109]jfffLdwaCIJLkArgqmutowuvwafndbCHCabicpCcDgcowafofCIBdaEDGBeavrrHqEnyrajnpgkjvnsJaKEwwnxnafwaendaCGyKHCebwaeJH",8.50706e+37,2.12676e+37,2576, 86
"[86]GwbebeLdwaCpFlvBKdCkgwandbCHCdbqBevafofaCKHHHBdBaeqEuDosvDttnneCFLnafFendaCKHqGeAcclJH",1.66153e+35,1.32923e+36,3358, 87
"[91]GjfffndwafndfCICabyafwafjdbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaBeaCabyafwaendaCKHCabyaeJH",0.01,0,2, 88
"[92]GjfffLdwafndfCICabyafwaAndbCHCabyafwafnfaCKHBdeLdwhendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",16,3.86856e+25,2, 89
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,1,0, 9
"[93]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaACabyafwaeIdaCKHCabyaeJH",1,3.86856e+25,1, 90
"[99]jfffLdwandfCjbKtGxjxkJqwafndbCHCabgKmGurwafofCIIHBdsuakawabCidLgCuxEfIBovyHjGFafvendCKHECebnAseJEEH",1.70141e+38,4.25353e+37,1415, 91
"[86]GDfeLdwaCeAuhFejChAJwafndbCHCabFlFwafofCIfBditmduLLyEnxnsBeaDcDmnIwafFendaCKHqIfjvxpJH",4.25353e+37,8.50706e+37,3339, 92
"[91]GjfffLdwafndfqICabyafwafndbCHCabyafwpfnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeH",0.01,0,2, 93
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,1,0, 94
"[81]jffftLdwandCLGBuCFwafndbCHCabmwafnfaCvnABdIBfwaFIsnBeabsKvafnwaendaCKHCebziIraeJH",3.40282e+38,4.25353e+37,2173, 95
"[92]GjfffLiwafndfCICabyafwafndbCoCabyafwafofaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyieJH",0.01,0.01,3, 96
"[99]xbafLdwaCJnwcsikCGAjhpwafndbCHCabyLqhHGHACDDptfwafofCBdgtqvIxDbdEzaLBeaHLdwafwaendaCKHCafGniznGaeJH",1.32923e+36,5.31691e+36,3231, 97
"[91]jfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendavKHCabyaeJH",0.01,0,2, 98
"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",0.01,1,0, 99
