genome,merit,merit_given,gen, seed
"[41]DcibgtbBrrEEkseGeHLcncIugzigngusdEjojhmLd",32,4,2647, 77
"[100]CpevKLmcCDoEnaHweElLFpfroayBrbBHHjBgBLasHHBFslKuzvElxgamHLIbIxzLFvEdxkgmIledfInFLxIKIdfheyIneqKouftG",8192,8192,3930, 78
"[41]tLtzHmnbcdnrLLcIprtALGqvrLHeaLuAfroldgaoG",32,32,2727, 79
"[86]ckyfDcHjrezhIBEcohHbDigACuqawKoDqjCpgJLgwFrFHakFlzcmHsFELfyGoxkJmpBHvgmbHzJbHHuHGqIEha",2048,2048,3089, 8
"[87]GLDCHIiHjrgldArFlwoBifiHrAAsfhpbLejaiHoGDDHeKAcrFnjIuiEiaIuIppytGtpEncBIKIqnjpKtIuuKbEs",8192,8192,4923, 80
"[67]LvFsfjlALvBLfGgxehHnIttLuecooszkHLGnICIkfoCggrokeibEerxFcLgwBaKJvBy",32,32,2613, 81
"[86]qcbrmzltgllLHHkgHdmfmmLwiuyLoGwjlbGseHLKktHIImwzbuvyduIItzjldvImtKIjnzzFaIEuGLKIlIFEAG",8192,0,5334, 82
"[73]npdEcAGAllcEcBxsEmalcjFqHKddBAsgkiEiitufafpzeyghsDceoGvLuBkHBchknLnImhGFL",64,64,2890, 83
"[76]kGHmiLILcqjBaHnqorCmKgdtICBynzuhgpvmaptGuahsgxjdgrAvBByhDodHapyuqrrjmKfyGxjr",32,32,2577, 84
"[71]ucHmavjyIBBbdHrrHuBHKHouHlcGxJwDtrEgkwciBubxhvHmfrvHtLuLmkmnwejJbrfreEG",65536,65536,4126, 85
"[67]ulbjAFnnmAjxljuaphBuEpzgxluHLDwtCxoAnBwAFzayypejkrtefAGycLnIrjtpjLz",32,16,2733, 86
"[98]HnkgGaDulxFFCfBLzwLIHbvjHpcaFxEHbpLEsgndyAbxryzogfEHGyKjwzxvqBaErmGgHJuHeHxcdGLLbctFKHdoebngJeEHCd",2048,2048,4413, 87
"[72]thFbpGpDCdgDCFnHjvnFIzcgFHnFHDLaHEazvttmHKtHmJHaxvhfosBhykHfBmnLKHEJLHlH",2048,0,4799, 88
"[92]vqHexyIiaxHcFALHHaHtLAsfosuKiHIvLIIBrdmhmIIBKuiIywIKzxIFpfwavLIwKupCbBmGtvskIIcjhEjGfKFuBGCv",16384,0,6043, 89
"[99]LCArFvgtlLqcJfvuiaBHugeyIjoxvizdgEtHcbmgrjaxEtLBHEqKfeFHnkxHpnEJbajEHFwkxecElxHJyHHHptKrdnHHcoGJHtG",16384,64,3529, 9
"[84]cvsutHEakyoxEnljznDvKyHqAnrnGeLnbaIEDGLgkgphupFFyjLejCEytHbLBpkAFrrcwpFsbGxGcwLaLlko",64,64,2771, 90
"[45]rrByezLcsfijdcLhcGcLqcopdhpkHIgHEGwEpyGklxsmx",32,8,2720, 91
"[107]cLHCvqrbippzDJwDjBinciFinyGpgdBBApAnKqisLLfdndkcrhhrvbwHstrkEHEKmIeIzzdboAwibCLypmagbexHqGJmiuaGLcnpHcgiceI",32,8,2515, 92
"[99]djcCDkdJtqcwiuwDeFsGpyowFpfayBlxanaLzxLrHpHnnBBdIdgabFHHHLBEBgEgtzFwykGakeyaKEAnlsHnhvctHvavJBcGDgf",65536,0,2674, 93
"[56]HmlgBcAtmGwsbiDGncIxlLBrbHLnEnoCKEmdHHnkJHHJifvsotcEHbdw",524288,524288,4008, 94
"[27]ayGezbHLnIirGGyzrwxfwCfLcfs",32,8,2784, 95
"[60]wGwpgHpFnFcbwzdsolAzLnIjkyuEnDDdmeHgBfCIFuaklDuDBjvjcvkfgiLc",32,16,2655, 96
"[81]bJGAFpGkdzzAvoJncDElhJfbBkGhJgIADDbiEHkIvbIIbAgurlommKGxjlzhxBghIIgJwlEhFIIJIlgII",2048,2048,4570, 97
"[101]sdamiFbmubjiGHLnILcCILhlqIJfctfGLAArizwhKssnKKEpaxvIcflBDFkzhBuyDirAxgCbolqlvqytlLIcqDsjgFweDskLrCfjK",32,16,2629, 98
"[78]FAdxLewwqxilbgddeLhtjevtcuHILHvccyBusHmbHLKqooEyJiHJHHJHHxqHKHlBcwpsDHxDhGDIGG",1.04858e+06,1.04858e+06,3473, 99
