genome,merit,merit_given,gen, seed
"[85]aaFBbxGmwlivAgFxssilhELcaFoKHEzhvdoInqFAgBxfuzmzqGblshgAwszsBIqfefKprzdLvFEolbxtBEqwD",262144,524288,3031, 57
"[105]dBygrufojEnbtGdGgsdvBepgsGetDrizxuAarrlHElxLafnvklunultDjttdGdcusEswwpgJLvDboFJtmqFdELEdhdAGHzFwvpAugxofK",131072,131072,1146, 58
"[67]sdlkbboJFobceprFpeGppEDmwKzqgvosoEseGelecoiHLpbqBvdfcrbbdjoKBGEeale",1.80144e+16,1.84467e+19,4340, 59
"[98]zpzzoofcGvdaujfAcLcxHEhcbGtzwbtmIvialGczcmpylLpnvrLfDlxhfGeAyfvoJcAvyfbpldlHznyLveAanlpLcnKbGcDcqG",262144,0,416, 6
"[73]yumLblBoKhlHuEgoILsLDIcohoysrvGdrzojaujnGhdojthoLyjgddAcpqfftdbixawziLnbG",524288,262144,3602, 60
"[114]mArLjouFjnnnartmkkoiphjtdjxoxuFflzceadFLoJKLhHrjatDCrIEqosBiyDFqHBKznwKqcAmtoBDseAntmzdpkmkDbjuHlHokzvfzjyGaGztmDb",262144,524288,4094, 61
"[66]eFcugnKHLIsGLcvncBicHqnfBFLDertyIKHxGyHHDjsoIagnKuvvCkcgjmctiEeEjC",64,32,2572, 62
"[95]pilzziBELDrsFHhwFEBcopoEkrgbfjxdeDhiJferyyKLkDxJoCxpcwEpioIDFmdkJdBnhwjlBLcFvtuwGtnoJoqsfHFymdB",1.80144e+16,3.60288e+16,2409, 63
"[101]azovxlwAHFzLBpGaGhBckLnIwhfGLdFCteHImBnAhrjamtlwsKphecFuLgJhFekolLymtsjspkcrGbuGsLcrEeDpkDJvsqIqjLyBf",32,16,2149, 64
"[92]dclHolzwFvxIxsinAhuLbwxawtBHncDjwllEnLcgrhocHlqaEAKKndCbotGtgJvcxDlLqCcmgllfIrLbbmaubLLDIuxK",524288,524288,2697, 65
"[60]lxDeaAlsHdfEDLAzbqwGCnfcwuboIJhcbfxrhGxGLdAvuozsKocKDoHkofrd",524288,524288,4562, 66
"[85]LEpHejodaKHmxApyEcDenngElGoIyAiFlkxdlDwxgyjwagkvDfLeeHrptplKAaotkLwBbprrLaectGvovEsAp",262144,262144,4281, 67
"[106]HGBcLlnICabmKfvxdJIKHnzfqLyxLIlCjEsyuhxpsxKItrkIscLmuCcknzmcqiGqkyEbJpKfmlCewAunGpinqeeezaHvwdJvtzrzDumfcy",32,32,2640, 68
"[102]pzwxtzvwlnujHoIEykgoxljbjtKgnbwyiuzezuppxajLEzGsgoJawdyllpieDyvugAwHFJlsGjmqJHnawapzdcbGeJlsxJbmtBkvGJ",524288,262144,3868, 69
"[73]opKwytHLIhoHcGbGDELcfhpnEHDqEkBewqtKpvdfGxFBcAquBDrlidtknAwuEsAGjtBcFgokL",256,32,2789, 7
"[38]lvrdLtmzxmnHktBceLIuGihBnJoenhqHavxBHh",2048,2048,3403, 70
"[80]cFFopkHIgqgazLgEkbpFAvAEwkozLxtokijLczHBaLnKDAboKlmoaGhrhdjxcrqfpGkKawyxJFqgAnEn",262144,524288,3030, 71
"[89]jbHIxcHlFeyuBbsAmrcpdcFdhdErgddBtBnAcpFwtvmLBpAcLzmtfogoKszlvfnxciliqEseIrJlJApfGbrclllwa",1.44115e+17,4.29497e+09,1934, 72
"[102]bfxkALjgDeJAgFawuBEDisCnbvAbbwdfEEppDsfwHgIiGAnsEplHtploFlGhcgLoCKzqJBpGKxqenbhkckdIwBJEeCJEzdoptABeAc",8.38861e+06,8.38861e+06,3651, 73
"[82]EpDenpJegpsLarpqcLweHGiGrtwwdkyFDfEDnijhFJmqdvdDBDfynJdLjrfFnwqiKJfazKfaaEjLLGoJgL",8.38861e+06,3.35544e+07,3659, 74
"[73]ppgHEldAgIwHcLidpvHgHlEgHKitAzfHJHeHsAIFEGqiagwKIchsIgarqHcehCzeaJGbnAvaC",2048,0,4003, 75
"[102]qcshysaLeeviHLaiIDDlvEngDuBnwCBlwziyCkHkvLwgqrwtoDKojcGywiHLoClJHhlsGlfoHLzgqAGcuHjLtAbGsyjHqGEzIrzwne",256,256,2026, 76
"[85]dAEntAcbpCFcGdFoBjjvdrnwdExeriLoJswtnplBBKDuAoAvLmbHBKbKbEcCHHdLIkuwhHhuELBiLuqEmmpwm",262144,262144,1977, 77
"[66]cnHGzauwGxDJHHoEgiijtgAskbvmLHKzBHJzHzqBHFavJHFEKHHJqyeFbhHrHEHiiH",524288,524288,5052, 78
"[85]zhHwseqvDIeoFymKfyAzpCForbpazuvExFnHhFHpuLrcjJcwwDqChAmrIreAfBcdaGmLImpgoHCbyFtyihupx",131072,0,2370, 79
"[86]dgnKAniHdupBpHvEBErsnfjAdbgdobDFwDjysszmqKKAdgGunzvGIrGHlbLhALBmoqjFEaGDaKlqxfJIAmLwjl",128,64,1488, 8
"[110]xxFoebGpuGwHrLIomkHEeLoqyypntFsefjvestoIuGssrfIuyznzElBdcaovGAeskLrfHatDzLBvaFEkKzLhbsDFwhgmfHpEwzAjJHiussEofh",2048,2048,848, 80
"[91]HhvbCdCAFJqlsFkurgqxbbErjrFJAijpjfuGgArBIIfEcwemnEoBmajHigtvakuGqEInyqmwfLivkftAwbGALciIocH",32,8,2593, 81
"[82]HIdDzDnjygmBunufFtgvfEwbugDxIdcCIpbAhInzsgFLDpuxcfrckHLwvoLniGhrllLrcloHcquCoefmIF",32,16,1333, 82
"[69]utcFuEuaxagiEmftnHjjvzjxhELDJyEmrxbfEyFlttIgmhtehJxjjkyLoJioizGswnKsG",1.67772e+07,1.67772e+07,3482, 83
"[90]oKJbGdHoIpxacDaejuIkckhGtmtxylkELoHoqDmFvoHoLzGpFADvkoeGFHHCybxybKwmKodbLALFuEArgiiehaHvuL",2.74878e+11,2.74878e+11,3815, 84
"[59]dtFrLzGwdoHtgpflEEixlfiLLIhyoDnqcEEHKyCsubmCeIbsDcAHHohkAsg",1024,1024,3451, 85
"[36]iGGFvtruAaBdLhdfoHhFIfkdcapkaLLktHdb",32,16,2593, 86
"[94]fzAzvteEHsEbtpwcLsBbwhudhcbltrahouDdnuudypfneoGsonupdjfmxokcaykIbwHwaFcbDczrcssKcBcmmcmqAqtvsw",2048,2048,893, 87
"[85]HooDqcFwvbLqwzwgvEHerekpyivnheufAIiJhyfdlwoIwKoqhmCrvgxJhkGvJyoBIymbeIlhAgdwiumoHGfrn",32,16,2628, 88
"[74]zaDhHIocclAtxGeFknLjiohLGdtEivdEsEuulxggGptuHxyxLBrnaevoKFikGiwcqeolnmlmne",524288,524288,4148, 89
"[89]zHIxcbsqbbxjrwhswErynoAfbxFLniLLfEDngHlHkFveLdKndHfHtGLoDqHseJEzsaeuBAAoBHLnsEbdgrtrLweqx",1024,32,2655, 9
"[94]rxyLBBdvHInHkAdnLDAmKAExHHGaJHfovLEoHoqlGscjKAtgHHHeKmBgHHHgvnbGCLlseedplnrLJiDjsqCpfqHpxJLxbg",131072,131072,3353, 90
"[103]ApjLaeofKpzriAwAcuarltzsFBwahxmcwwGbpnpxHEgxdyDojGtApyCsmihbmtJeDkgqkJKLLlxDDCKFtJiyFLdrshwwgwsyeexoInp",524288,524288,4046, 91
"[21]mGEDuLBpfeBjmoocJoKHp",3.16913e+29,5.0706e+30,3631, 92
"[92]lCfEbirvrmblhcecgGxccntyuchtFLEoHdDazIvxrzdAvGhhxpBpikgasnbqjLDvaiGyIsfjHDkzCEdkouynJoIqiBlL",32,16,2527, 93
"[93]GlqnuakuGozEycEjzonslvsHeImmrpzFnujmxlxifAFHlimydwfILtehsnHHnvsBweGcsEvFnAxwlHHhKHyzzrJLounaC",2048,4,4002, 94
"[102]KtbLroJdFddhsBLtfoDlEDvzCoHBwrquscJcvzurFyLuEDawKLCDoBkAhaKGEpjrkznHKyeyaIAarrGtdFJDahimpxBHpDAhtxFtEr",2.74878e+11,1.37439e+11,1968, 95
"[95]hmmngxizELFFynjdzyELlzsgnCdysGpczGkHdjmiweDEAonkwtDujwBwDGFALDAElFzbfyAhrevHkaGxwyFagpAsbLFBoKj",262144,262144,2295, 96
"[108]jckLeuwBGnvcsjAwExHpqBptGrhiiGgzubpdojshDnnooLximgaEIcDycloyaomjnaDJtydsklFvjAsDctkzofapttqaasKEalvmoEtAzroH",64,32,972, 97
"[101]xkFsdziFttHIwHulgEwfIxyguuuHegwmFGFLtoHLgcyBeBcDFwjfCngKhfoqFBeLfgbeCFDhLemvJHHAHAwykKLldDnvpKLGJykCJ",16384,16384,1514, 98
"[61]HsktIhydLcpCgupxiaajAhzglEkmiuBxLcmGnocHqwernnatJHwGotLnHDizH",1024,1024,3419, 99
