genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2, seed
"[101]GcccDolccccDcccJokczFccDcclccKcccrccecocccececGcGccacceccccrDHHccanlbccaawccccecicccccccyDcFcKcKcgccG",64,1,62,0.916667,12,5,11,6,0,0,0,0,15,4,57,8, 200
"[95]ccFuqcpccxzjccJtccjEGwcbctcqewcJcacccyokfcccccccIccccbcIcccxcccccccccqeccccccccccccccccccCcoccG",16384,1,66,0.685714,35,11,24,0,11,11,22,11,24,24,0,0, 21
"[98]rcvsAEcHbcgccqccyccvwcoaKrHwccscycmEcccjrApicfdHweceeGhhcwocAcmccBbcccshccciccyEDcctojcABccFcdcbcG",128,1,139,0.875,8,0,7,1,0,0,0,0,0,0,11,9, 22
"[101]cDicclcccliccccccKccDcbceJcrccccccccccccccccGcckccccccBnGcHBccdcnccEucDcrcHcuccccccccaccckqccfcgccccG",2048,1,45,1,10,0,10,0,0,0,0,0,5,5,5,5, 23
"[106]wKAAfcdmdyjskwcaCfccKhcpxcrcbnCchxevbHauCcpdwimmvcuhycHycvAcrxghdJvkkccEJvccKccgvoyAxJnpzsmcccGqkccisazccG",128,1,216,1,6,0,6,0,0,0,0,0,3,3,3,3, 24
"[98]zbJGcsKJcctcpwtrveKcBJaibuyuqbGCJqJcwrwihkcpiosCcbEmBnzHriyFcJICHeiflclAbspyKsgqGwHewrJmjykdvDcCag",64,1,276,1,5,0,5,0,0,0,0,0,3,3,2,2, 25
"[101]iAgzDzrnjHjzicmcwcccewBjisrjalBffzcjteuGctlcgryBaAccwpDehazucrncHccvsoztAntavKDcHGqrdaCqcvllchvpkmcmv",1024,1,249,1,9,0,9,0,0,0,0,0,0,0,10,9, 26
"[105]qtacrHzDcDuKeKkcjwFpxcDldKkEccxwjapdGbucvoeccsfkjrccGycJHCvlGcncmcGgHyqcmiFDcEcCiccuzeczcaqjhuzczcIfpFrca",512,1,197,1,8,0,8,0,0,0,0,0,6,6,2,2, 27
"[101]qkcvvcJcsccckccykmcfcEmcHacHgcEwcwcCctjcccaxCccHcccGyqJccccckcqEHccpcccqcbcFEucEbmvoccwqctFrzcqKccDcG",512,2,118,1,8,0,8,0,0,0,0,0,10,9,0,0, 28
"[102]cCcccDAcckeGzcccczcccKccczcoKccccccJcofcConcplccccccCccEcBFccccccqHxtccccasmcKKcccErcExccBcGirccccwccG",2048,1,61,1,10,0,10,0,0,0,0,0,3,3,7,7, 29
"[95]ccgcCicccAIdcvcccdazCcpbcyvnGAtadiluavzcpccccbcBcgwmHBcGtlFcmdDcHJbBapKhKbtwnngHFxzBicDziwcolcG",2048,8,162,0.916667,12,0,11,1,0,0,0,0,5,5,7,6, 3
"[100]ecccccaocEchcmKcceccccccpccAzcKHcDcccbFcgdccamcccccFccGccwccgcccicccxccccvczIccFxIccccccccccccckzccm",64,1,48,0.727273,11,3,8,0,3,3,6,3,0,0,8,8, 30
"[105]pccipcabxhtzKcHcqCczcCcdIpBhcJcefGCDcAIKcoynmvxmJgAmbhcgrddvDJhecKIngbIgorlAGkgoGonvjBGcEnKFixcIcaljcuskb",9.22337e+18,1.0889e+40,295,0.655,200,69,131,69,69,0,4.22016e+08,4.22016e+08,4.22016e+08,4.22016e+08,8.44076e+08,4.2206e+08, 31
"[104]sJKcmrcccccjccHcqAckcxEIbcncDcAiatJqccncucmpeoiucscclkGcccccBrCkGHyJccvzcbccklnDDvclcaAhhfcGccEscxKJcczg",2048,128,148,0.916667,12,1,11,1,1,0,10,10,20,12,21,11, 32
"[99]ncccyaxEcltlciecccccucnKfcnccckEcsctvcccdccGcwciccuHCccccahuocIcnccctcqDncgcHKcGcrcpcccccctlcGcccHG",1024,128,94,1,9,0,9,0,0,0,0,0,0,0,106865,3807, 33
"[104]caacEKsxpFjCccccpzjaGHcceccbcGccocoKfEccBHccCvctduwlDBpcDczAjkadIudtcvjcEymAcsglxJlrajcDIHcAFGCcGIIcBccG",128,1,153,0.875,8,0,7,1,0,0,0,0,0,0,8,7, 34
"[100]yFocJEcDbtmcgvGccmAfhBccBwcdelcAdovBBnEftvcccccdcmcceqrwBccbCcJcHcwjcaciwzcKxxoccjpccfgcGydpDjaqrJAy",128,1,186,1,6,0,6,0,0,0,0,0,12,4,6,2, 35
"[95]muciecccBbngssHgwufcximnccgcfAFaoccJccxzEvuGcuEEBcucmcHdzclcGcBcaceBAhHocKjepcIydunujiwGogcbkoK",1024,256,175,1,9,0,9,0,0,0,0,0,0,0,153,74, 36
"[99]jcJccHcccHbcHctcJbBycgcsccrclAcccccucucccccccjccmcccCcccfccfcCccczccoKcccccccncowrBrcckcccowccuJclG",128,1,62,1,6,0,6,0,0,0,0,0,6,6,0,0, 37
"[106]wAoznlebhejvdKioGpFctjFroiaAFczpchnylArlzHfpCoeCagtIJzddjDGvheslgjFBdpqwdqujgFFjyAHaHCneiqjDKIyybsoybiuzko",5.36871e+08,4.29497e+09,759,0.634615,104,38,66,38,38,0,38,38,38,38,66,28, 38
"[99]cubccAJccxcxcccycccamiocenkCcJKcckwccsFecccBKcJctcemccdmyJcirbddcacpcaexccGHwBcfcBaGcDcckccjcccyqxh",512,1,101,0.9,10,0,9,1,0,0,0,0,6,6,4,3, 39
"[102]hGjgplcGGocwwvEBGnjeehecimhsBsvhlujfGmAACbxJcHcfncGzvcFzcmfgGFbbiiocIjGAlruwblrrcEvovyzkFGcKBsgsbwBDcG",256,1,305,0.64,25,9,16,9,9,0,9,9,13,4,12,12, 4
"[99]cBccccloBacGqthccJtceyCcnuczhcccrbGhfclHcdwcEccchsuccJDcczwccccnutcufcEnccckccxGjfCcHJnEccczByquxcv",128,1,92,1,6,0,6,0,0,0,0,0,6,6,0,0, 40
"[99]tccccmDzckwKKcxfcBcsxcccfccfldtqncCcccccAecclctcccccczcciBJccccschcccgcctcCccBcccrocqccccccchccdriG",64,1,85,0.857143,7,0,6,1,0,0,0,0,3,2,4,4, 41
"[100]rdcajpJcoietcKgmwccccAzndnzHbcfGnuiJnKjcGncwmiKlbsbipKGcccGKHawFsDccccbvqrgcycuqcBmcoiicciscKcgkrGqd",128,8,267,1,6,0,6,0,0,0,0,0,7,2,33,10, 42
"[99]cocccctDcczcccccsACcdccceccccoBJHccccccDcccchGkccvcFHckcccjccGhecHiqgcccnnGjqccIncvEjKocvccccgtHxdx",32768,65536,79,0.694444,36,11,25,11,11,0,24,24,51,27,24,24, 43
"[98]rchccFdcccmtfJlfwccKyCbgcccBankbkocJgdgHwFacwcFcpicEkyccHbcjDccczkehcGcbcCoxeinkqhFnArxIsGlIfnIbpl",64,64,146,1,5,0,5,0,0,0,0,0,57,18,38,8, 44
"[98]cccccccqccccccAcoccccccccccvcqcccgccfcccEcccDccEccccccccKccccccccccwcccccccCchcfccccccczccccadcccG",64,1,34,1,5,0,5,0,0,0,0,0,0,0,115,12, 45
"[95]clafzFiwifDwaDxJpEiKJoJEancudGktxhsbAmaaozJKfznhmuGylyCejkFvogubsJaxsubhCkHoqrlpFehnocdlnEofkag",64,1,427,1,5,0,5,0,0,0,0,0,3,3,2,2, 46
"[101]GxDoFJcibcDfwcccccczcKcjKGEdccFHcsJdccfcfcKcoCcdcfcgcocucmEciJgcxcckcbccvadcccKbaliapFcAccHccrecEpDeG",256,1,147,1,7,0,7,0,0,0,0,0,3,3,4,4, 47
"[95]CxfcloahEJxhuwhucfKgJaFpEscGwzewczoFJKvilutnGHezaGjbuBEhlJzvmJcimGgjJiuebbxfccrczmBFKwzmJasGuGG",256,1,337,1,7,0,7,0,0,0,0,0,5,5,2,2, 48
"[93]oDEwBsixsKzHErfloIDcxqwsoGdHJvqcayyyjzvHFoEffbiDGBoJlqEFtnGqGDkEyvhivEDqxHufaliwIajeHfvhpuDJf",524288,4.1943e+06,717,0.68,50,16,34,16,16,0,52,52,109,57,53,51, 49
"[100]KcbFEgcsedjcJyczbmGcclccHcqxBBjpeIcjcAcrqIpzKcccgvzyccjzvackcsmDcjeHcccycFqeIemiczcqeCEqcccvzcDckbzu",128,8.38861e+06,138,0.65,20,6,13,7,6,0,75,75,101,22,79,29, 5
"[96]JzAhclrwehfbumymlEGggprcsGkcEdAKBjscFEAshjcwdvhcaHGcjcoaJgiqcAIekBKAvwEunfDeqslccJHojJzEozkCzgxK",1024,64,355,0.764706,17,3,13,4,3,0,3,3,13,9,4,4, 50
"[100]KccrccccjshaEcccccmcmqCccfcvcccJtcacuwccqdccccccclHccccbcsAEHcgfmrcFcGceqCcccICccjcceHjcccoccckxkccF",64,8,79,0.608696,23,9,14,9,9,0,28,28,35,6,30,10, 51
"[108]cCceJcwrjDFGbzGCckzcjakyHfcwlcwiscAdJgKKcECdGJciAcljJvjwcjkzicgecfFcDccchhtcuGrChCfcccccEmGczwqJwagyrJccfgDr",128,1,160,1,6,0,6,0,0,0,0,0,4,4,2,2, 52
"[93]nccxgccrocccyByFqcdjcmvnFsEHftEhcnBHclABcGvfgmcivmEkuFpcocouAfpcCcctchucaunAecpFooKwzywmArsHG",2048,1,242,1,10,0,10,0,0,0,0,0,0,0,10,10, 53
"[103]oiCwccjgomdbgIJlcDJnccKbwdeEqfczvuhvkBgmbnwrBkdjJgCcumbcznpbckuksjcmicAweqKEhzdrhykFJcgjKjdAKFcCdxFGacG",512,1,272,0.9,10,0,9,1,0,0,0,0,3,3,7,6, 54
"[101]cHEwccmcciccbccDcccccaccceccekqcecceccccjccccJtcocmacczcnxoGchwcccFccgrcdccHcDdcccCccGChpcccspcscbjcG",256,4,77,0.888889,9,0,8,1,0,0,0,0,10,8,0,0, 55
"[98]csDyvlDccFccgHcnceccctcagbHcmgDcgdcscfkGccJueHbGqhcfzEcccrFcbtcualcrvcGccmBxFfjCBcDcocelcjcccgfccG",128,4,156,1,6,0,6,0,0,0,0,0,6,6,0,0, 56
"[98]ecxlcwncDfAAcKmhFgFezjcsccAvnjkcckscezlthocCzvhyEciwyvfvjzaJGcHqrokhicDwKwcccxccxcecEcIrpcHnvnommG",524288,1.34218e+08,250,0.764706,34,8,26,8,8,0,8,8,25,17,9,9, 57
"[100]cckcAcGcccccccgcccjccccccclKFJlccccccccwKccchcKccccccuccccAynEcbcccccccnccccccccccdccccccccccccccccG",512,1,46,0.909091,11,1,10,2,0,0,0,0,3,3,9,7, 58
"[102]pcAcccscDocCccgprcccfchrGlccDuAcesccCcccGnebdcycHcoJccEccosgClgccclcEcvccecyfcJvcqlCHcEcicKbcAgccjcccG",2048,1,102,0.916667,12,0,11,1,0,0,0,0,12,11,0,0, 59
"[99]cvcGccccccndccBhchccBcccccccHccccccccccccoKdgccccccrdzcchCcecccccccHccccsccqxcccccvcccccccccccccmcG",512,4,34,0.9,10,0,9,1,0,0,0,0,0,0,28,17, 6
"[97]JwliamrzakccJfocDgcccDfFcchHFhgGyhFcvCbrlfAbtsdEyHcioKhoccbcGkeiGqgIsffKtcjrdlvcjysclIKcuoskKscEf",128,1,242,0.875,8,0,7,1,0,0,0,0,2,2,6,5, 60
"[95]mhjcGcJcKzgccsxckcJdckpccquFgKaccKdizcccjbcctputpptccGcycxsuGczGDcmecrclcccciCztxsccliccGcCmccv",64,2,117,1,5,0,5,0,0,0,0,0,2,2,3,3, 61
"[100]cccJachbcjccAcGccccccccBEccBccBwjccowKfccdcghbmcJcccccbcccgJcuscDdccccGccqpcFczEcccccgczzdcrcccCtJcG",256,1,86,1,7,0,7,0,0,0,0,0,5,5,2,2, 62
"[102]cqccocccccmsqchccccFcgcrnctcccqpcelcccccccaccHccHcccccmFccGcctxoCcccccccucucbcyccspwGocccrccoKcatyFctG",128,1,92,0.875,8,0,7,1,0,0,0,0,0,0,14,11, 63
"[96]kJccyFccxalJHsfdceoxkDcpBjcycnCcccwcocBccccmkHykjtyccKcJAcocohBvrEccGFCHIzjvcByDcyxtcqAcgnKBupzb",512,1,175,1,8,0,8,0,0,0,0,0,6,6,2,2, 64
"[99]ccccccccGacckceBccccdqccccccAFccccbJcccBcccccccccccccjccccccccEccchccpccpcccccceccdccJccccccccccxcG",1024,1,33,1,9,0,9,0,0,0,0,0,9,9,0,0, 65
"[92]jlcccfmcBfamafhccqyckrwoaGcbdCfdccFccanjfccksdrscfcliDcuncdjgHKBvFcailulaykHvzdcGccbnBzfchfp",512,1,251,1,8,0,8,0,0,0,0,0,0,0,8,8, 66
"[99]scccjaCcoockcjecEcknHJAzscaEsjjejlvrfccEqcccbpEhcvchqccwcccllyJhcGhcdEcFcfcuHfBkyxcvdiHpEGocccqGczh",512,1,192,0.9,10,0,9,1,0,0,0,0,10,9,0,0, 67
"[101]zFwoKlGkbgHrjcrBrCzdAnypovvuzJlmKaCCFlBgyykyJIKjCHjkupAfoprbekktDEguwnvbucyEsgbDwjBrBFtpxEhyfvjIgBlxy",256,2,560,0.888889,9,0,8,1,0,0,0,0,0,0,9,8, 68
"[107]ecciEFfswiccACczcoxdsFcwccuixzcchcsfchcczKacKmJcccHhcbkccbgJmcccFccekjnwcccyKscJcjcGflfdaciqchGrvhcBuqGcown",128,1,123,1,6,0,6,0,0,0,0,0,3,3,3,3, 69
"[102]cvJescgxcccpAlmHcrsuzchcfjdcKFqcjcByzerdknuBgcfhcEcfcoxhrcvGzcCAahcctvrcengcqceecooccrdaccaIcHupcsqcrp",32768,1,167,0.71875,32,9,23,9,9,0,9,9,10,9,24,14, 7
"[103]gccuDicfcczdcccccmcBccCcJncccJjuccctccJcKccccriccfKvcvccJcsbccccccjcyccccEwccccsccckcEccvcfkcccaccccccG",128,1,51,1,6,0,6,0,0,0,0,0,16,5,8,2, 70
"[105]EccficwncsnnjczcseocaHcoKAjcEnGcqxcDonrAvdkdzGcnbnjmKgcrcCdvFAhcvckvfckbcBcGcgfJICcuGxnuFGcDlbcagjccuHcuf",1024,1,262,1,9,0,9,0,0,0,0,0,0,0,9,9, 71
"[93]dEriKnrHoIiqDtJauawecsxyrFGHAyeqGcIqbCmmgKidJppnykkaoyycfjiaEgcJbAswxCbAvCKKHfzpAihDcfgCgwizt",1.75922e+13,6.1897e+26,455,0.666667,129,43,86,43,43,0,6.68135e+06,6.68135e+06,6.68135e+06,6.68135e+06,1.3363e+07,6.68164e+06, 72
"[104]fcGecCIcccccccmylfmcFcrcaucKcmhmkccncbhnetJccvccHccceJEcuBgtFkJlKccmqccwJnfHjovcGmxczcsnEcCcuaecczkfrawk",128,1,96,1,6,0,6,0,0,0,0,0,8,4,4,3, 73
"[103]qctbccptAzlcdcniHAindmcqcccdycHdJIcwgrEzoEcwpcccxhcrmrcgnGprAocksgcweEIscBjntmBJusHxjccaGbHcghncBkAcccG",256,1,197,0.666667,21,7,14,0,7,7,14,7,14,14,0,0, 74
"[92]raoBHGrpCveocwhiceidfylgvHzgBchoGcEneEJtfahAsHsEomcDhADDDrAnfAhyqvBdqCwapcccIvrsccjcKocozcou",8.38861e+06,1.04858e+06,354,0.689655,58,17,40,18,17,0,17,17,41,23,17,17, 75
"[104]gbtcxacEJcctcoccKchkcsditccqrcccAccccucccJGcrAccccccrccHcllHccscFcrrcCmpcIcccccccJnEdccGcBuGccbccEcCwcKy",128,16,91,1,6,0,6,0,0,0,0,0,9,9,0,0, 76
"[101]bpAFszkjlhdknlkuyfJtgFJfynjAilijoaaKbxvkscqkJjxvGBDjlbGaacKEelBlmjcwDcGmHzpnjqhtggdkkIewrKGCwCImlkAls",128,1,399,1,6,0,6,0,0,0,0,0,6,6,0,0, 77
"[99]prulqcccfqcccpaticuzrcFHGcclacvmcJccEcyAcczfwkyhDcuEmcwcBjzcwJufpJvymbKcdcKisxccHgGqFvccIcuGscccnjz",128,1,154,0.875,8,1,7,1,1,0,1,1,4,4,4,3, 78
"[103]rjCjcccDyccicbmltADHykchclBccccCthdccBcndtaecotcCzxswccocdBcchecmKqcchrcaccJiHcsJrozzcuzcdJrjiKccHfsCcG",64,1,116,1,5,0,5,0,0,0,0,0,3,3,2,2, 79
"[103]ccFcceacccdcsAlccKjfEcccucoGcccclcctcnKwyIxqccGcccjccHcqcfccDcBncccIccccccccccrcfccycccecctqcccrcccDcwG",128,1,72,0.666667,18,6,12,0,6,6,12,6,0,0,12,12, 8
"[99]kccchcccccccccccccccdcGqccHccccccnccccccccccnJccccHccccccclucHccccllccccocccccpcccccepoczcEccccccBG",512,2,47,0.9,10,0,9,1,0,0,0,0,10,9,0,0, 80
"[97]EDaKoklHqvkBaawfBcBHkdGmCjauIrqDpxpgByrqyknGeDCwgAdqAxcHfgfkaHAcHciyeqDwBqKjbJaqleebJCoCdIIHpbpcr",512,1,395,0.9,10,0,9,1,0,0,0,0,0,0,10,9, 81
"[104]yCCIsbzcFdjBsjcrcjeEEchccclKoedmpaifccgckvtuqccHpKmwjaFdwfJtnCcBJancicvcccccecrcqccuoKcogKFDdcuwbczuuccG",64,64,127,1,5,0,5,0,0,0,0,0,70,10,105,20, 82
"[103]FzcodvyxiDcrmKvbdchcJeenAcDHaHgqnkBIxckyKvhuGCqhmxgiFjgxjjsiohxoAKzrrilEGqingqdoktipsHelmyGkryCBExfJxlq",1024,4,427,0.909091,11,1,10,1,1,0,2,2,10,8,4,2, 83
"[102]ccrsccuncepceccecccrcccpGycFncwcwncGcrGEgccccmcvAGcHcccgoJnKGcaccEcGfkgkcAccmcjcgscdccccucmiccncokdcBG",131072,1,87,1,16,0,16,0,0,0,0,0,6,5,34,11, 84
"[100]cHcccocicnCclckcvcqFcJcmyKcyrvccqcccGjcbcccxoccccccccrhcAqEccJGKccccgcfcgfyvccGcaccccccfcgydccIcucto",128,1,83,0.875,8,1,7,1,1,0,1,1,4,4,4,3, 85
"[98]ccGccccrJcmHvcqcccgccccdiJccwqclacydBmccpchccsctKcEcJcuEGCyhacicbvtsAcqFidfdissccHccsiccccyccbjcGb",32,1,125,1,4,0,4,0,0,0,0,0,3,3,1,1, 86
"[95]BnacpnpclHJcHcsabxcJGcccHBcCcqCBBccpoclcAccccyctIjczIsocJlyccFdEcnDbrtcflfcccAucccccGActlcxcEaw",1024,1,165,1,9,0,9,0,0,0,0,0,9,9,0,0, 87
"[98]cacaFcwccccocnuDycccccycJDcccchccqcccJKDvBccctcpkcoAKcccaFccgaEncccEoccrccdcbGcccccobccccccfcccBcG",512,1,74,1,8,0,8,0,0,0,0,0,4,4,4,4, 88
"[96]cxHcckHziGczwnGEcecxHCcfhtHffHGccbqmabczcjfJnijChzBsykcfcckBocxDuicgfgfqfFxCcocAFmhjciJFcicpJecH",8192,1,215,1,12,0,12,0,0,0,0,0,12,12,0,0, 89
"[94]AymsljhhHEucmlfcijcuervJkzoaycliHcyrcjoCtABherGCCCyotoKruciwCkhnycCdycgIhzAfxnIbybqKxAAoBcovEw",256,8,354,1,7,0,7,0,0,0,0,0,7,7,0,0, 9
"[101]EnFKpKHqsGoybuktwboqypoowGtGlBybFevbmyIexpFJJpdGuGyfCiHmBaGohgtEodijnsfurJIiHlcrBnzikDAgbteHGKoEpCGar",4096,64,935,0.923077,13,1,12,1,1,0,2,2,4,3,14,12, 90
"[100]BccqccccoKrclcsmceEeiyvAcAJochzcHcccaccCccccchcccsccvwcxjccBchctcccccqcedccccecqccrBycccccxcnHcccccG",64,1,88,0.875,8,1,7,2,0,0,0,0,5,3,4,4, 91
"[102]csGJuwAaoFayCbEojcnstsdcdEcGrnJdkpwHHHrEcpyCgzFGfiIpDiAHtciacqrdzsIvhtfEndEJvCkuKqjChhlcyBeIdDfmbkChGk",128,2,373,0.875,8,0,7,1,0,0,0,0,8,7,0,0, 92
"[99]BcdiGbccoDdtpcAccckatvcbbcxkozwecGaecdKiBxAmcEccHncclccwGcuFGcGclqxqIedxnuewcchtlFvcceecccJjbgcajcr",65536,1.67772e+07,185,0.741935,31,8,23,8,8,0,4716,4716,4716,4716,9535,4760, 93
"[92]deBzkBcpcHyjckwfcwgmcwrccyCcmaucqcndyFcGxHcJfyzFitgwfHAswxrBeGacfncczcApBocyAcqFkcEzFonxpckk",1024,128,278,1,9,0,9,0,0,0,0,0,9,9,0,0, 94
"[91]JhKHevmfguaxHmcghGDAvtcKxduweclJeJHdpbxafcaugpBwGCjchJcCmpcGGwJmzmBtbHlgcbcldfcCcyuukljJkcc",64,32,260,1,5,0,5,0,0,0,0,0,156,27,104,14, 95
"[98]EzbtqJDcczczxidccvcHopDcccFGccqjcsjsyjxmxccdqqcHnlctqhIccrcuncowcccrfcHaecccfAcqcchfccxcofccKccucf",2.68435e+08,524288,164,0.745455,55,14,41,14,14,0,14,14,41,27,14,14, 96
"[97]AcpKgEpcAffgcyzlzKapJBmKgcAJJpGjocdccacHEyphjKwKsclhkkBzcGbqHceEqFIuBdiGvxcbfrccccHcKgodzwpiIclAl",128,1,237,1,6,0,6,0,0,0,0,0,2,2,4,4, 97
"[104]fJzfFxAgmrlAgKEEmccGCwwbdurCfCaiFukCHwgBfyJcpcuxencpiocCrFthjrJjhjjCFdqAcymchAiGKoaadyusAyaucyfyahalcDlC",64,1,264,1,5,0,5,0,0,0,0,0,1,1,4,4, 98
"[104]ceccnCqHycswvwhJclccmcfKcichcchEoBFccpzcccKoccccscccoohBtcuccGkccJcJccpGFcwcwscJsccvctccwKccxAccbGAcoxrG",128,1,107,1,6,0,6,0,0,0,0,0,3,3,3,3, 99
